True_answer,Response,Image_idx,RT
True,0,1,-999
True,0,6,-999
False,0,2,-999
False,1,1,0.9157712530122808
False,0,4,0.9157712530122808
False,0,2,0.9157712530122808
True,0,3,0.9157712530122808
True,1,3,0.8892645094167619
False,0,1,0.8892645094167619
False,0,3,0.8892645094167619
True,1,4,-0.2965792793820583
True,0,2,-0.2965792793820583
False,0,0,-0.2965792793820583
False,0,0,-0.2965792793820583
True,0,3,-0.2965792793820583
False,0,2,-0.2965792793820583
False,0,0,-0.2965792793820583
True,1,1,-0.2962381747320251
False,0,2,-0.2962381747320251
False,1,4,1.2710121636109761
False,0,1,1.2710121636109761
False,0,2,1.2710121636109761
True,0,6,1.2710121636109761
False,1,1,-0.2962472128335776
False,0,4,-0.2962472128335776
False,0,3,-0.2962472128335776
False,0,5,-0.2962472128335776
False,0,0,-0.2962472128335776
False,1,4,1.6488801289972344
False,0,3,1.6488801289972344
True,0,2,1.6488801289972344
True,0,5,1.6488801289972344
False,1,4,1.503569213280116
False,0,5,1.503569213280116
False,0,1,1.503569213280116
False,0,1,1.503569213280116
True,1,6,0.8892876067875477
False,0,5,0.8892876067875477
False,1,6,1.6071164003717513
True,1,3,0.9209202929816911
True,0,4,0.9209202929816911
True,0,2,0.9209202929816911
True,1,6,1.4352619191638496
False,1,3,1.620991894831377
True,0,6,1.620991894831377
True,0,3,1.620991894831377
False,0,6,1.620991894831377
False,1,5,-0.32752640883086315
False,0,0,-0.32752640883086315
False,0,2,-0.32752640883086315
False,0,5,-0.32752640883086315
True,1,2,1.6537536742391694
True,0,0,1.6537536742391694
False,0,6,1.6537536742391694
False,0,1,1.6537536742391694
False,0,1,1.6537536742391694
False,0,6,1.6537536742391694
False,0,4,1.6537536742391694
False,0,4,1.6537536742391694
True,0,3,1.6537536742391694
False,1,3,1.5289123849777297
False,0,1,1.5289123849777297
False,1,4,1.4506909628689755
False,0,6,1.4506909628689755
False,0,1,1.4506909628689755
False,0,3,1.4506909628689755
False,1,0,1.520266603913342
False,0,1,1.520266603913342
True,0,2,1.520266603913342
True,0,1,1.520266603913342
True,0,1,1.520266603913342
False,0,1,1.520266603913342
False,0,2,1.520266603913342
False,1,2,1.6848919427998226
True,0,6,1.6848919427998226
True,0,6,1.6848919427998226
False,0,1,1.6848919427998226
True,0,6,1.6848919427998226
False,0,2,1.6848919427998226
False,0,1,1.6848919427998226
False,0,1,1.6848919427998226
False,1,6,1.1808637948042815
False,0,5,1.1808637948042815
False,0,1,1.1808637948042815
False,0,4,1.1808637948042815
False,0,2,1.1808637948042815
True,0,3,1.1808637948042815
True,0,1,1.1808637948042815
False,1,5,0.8618676801838774
False,0,0,0.8618676801838774
False,0,3,0.8618676801838774
False,0,1,0.8618676801838774
False,0,5,0.8618676801838774
False,1,6,-0.3118951794449458
False,0,1,-0.3118951794449458
True,0,0,-0.3118951794449458
False,0,5,-0.3118951794449458
True,0,3,-0.3118951794449458
False,0,3,-0.3118951794449458
False,0,1,-0.3118951794449458
False,0,6,-0.3118951794449458
False,1,1,1.3261295200131826
False,0,1,1.3261295200131826
True,0,5,1.3261295200131826
True,0,5,1.3261295200131826
False,0,1,1.3261295200131826
False,0,5,1.3261295200131826
False,0,3,1.3261295200131826
True,0,5,1.3261295200131826
False,0,0,1.3261295200131826
False,0,0,1.3261295200131826
False,0,2,1.3261295200131826
False,0,4,1.3261295200131826
False,0,5,1.3261295200131826
False,0,2,1.3261295200131826
False,0,4,1.3261295200131826
False,1,6,-0.3087589581814427
True,0,2,-0.3087589581814427
False,0,0,-0.3087589581814427
False,0,1,-0.3087589581814427
False,0,2,-0.3087589581814427
False,0,1,-0.3087589581814427
True,0,3,-0.3087589581814427
False,0,3,-0.3087589581814427
False,0,1,-0.3087589581814427
False,0,4,-0.3087589581814427
False,0,1,-0.3087589581814427
False,0,3,-0.3087589581814427
True,0,1,-0.3087589581814427
False,1,6,1.0021838731481694
True,0,1,1.0021838731481694
False,0,5,1.0021838731481694
True,0,0,1.0021838731481694
True,0,1,1.0021838731481694
False,0,1,1.0021838731481694
True,0,3,1.0021838731481694
False,0,4,1.0021838731481694
False,0,2,1.0021838731481694
False,0,4,1.0021838731481694
True,0,5,1.0021838731481694
True,0,2,1.0021838731481694
False,1,5,1.2949597854690182
False,0,1,1.2949597854690182
False,1,3,1.684541465303937
True,0,3,1.684541465303937
False,1,4,1.8528730953457853
False,0,5,1.8528730953457853
False,0,3,1.8528730953457853
True,0,1,1.8528730953457853
False,0,2,1.8528730953457853
