True_answer,Response,Image_idx,RT
False,0,1,-999
False,0,2,-999
False,0,6,-999
False,0,1,-999
False,0,1,-999
False,1,3,1.372603865014753
False,1,1,-0.29638447018260194
True,0,4,-0.29638447018260194
False,1,5,-0.2920803397501004
True,1,5,1.6158310858118057
True,0,6,1.6158310858118057
False,0,1,1.6158310858118057
True,0,0,1.6158310858118057
False,0,1,1.6158310858118057
True,0,0,1.6158310858118057
True,0,1,1.6158310858118057
False,0,6,1.6158310858118057
False,0,0,1.6158310858118057
True,0,5,1.6158310858118057
False,1,4,-0.2963673982703767
False,0,6,-0.2963673982703767
False,0,1,-0.2963673982703767
False,0,5,-0.2963673982703767
False,0,6,-0.2963673982703767
False,0,6,-0.2963673982703767
True,1,4,1.5851311005717434
False,0,1,1.5851311005717434
True,1,6,0.9828166178667743
False,0,0,0.9828166178667743
False,0,2,0.9828166178667743
True,1,4,0.7919235124754778
True,0,4,0.7919235124754778
False,1,3,1.698569273301473
False,1,3,1.4508414277061092
False,1,5,1.3883160499735823
False,0,6,1.3883160499735823
False,1,4,1.3104550735879457
False,0,4,1.3104550735879457
False,1,2,1.158492289019705
True,0,0,1.158492289019705
False,0,1,1.158492289019705
False,0,1,1.158492289019705
False,0,1,1.158492289019705
True,0,2,1.158492289019705
False,0,6,1.158492289019705
False,0,0,1.158492289019705
True,1,6,1.174255354973866
False,0,1,1.174255354973866
False,0,5,1.174255354973866
True,0,0,1.174255354973866
True,0,2,1.174255354973866
True,0,0,1.174255354973866
False,1,4,1.3572953805742145
True,1,6,1.1876534589209768
False,0,0,1.1876534589209768
False,0,2,1.1876534589209768
False,0,2,1.1876534589209768
False,1,5,1.326013946078092
False,0,2,1.326013946078092
True,1,3,1.427916527050911
True,1,4,1.605992643009813
False,0,6,1.605992643009813
True,1,5,1.1544921055792656
True,1,5,1.5132690603713854
False,1,5,1.5000423450383096
False,0,1,1.5000423450383096
False,0,6,1.5000423450383096
False,1,3,1.334077914199952
False,1,5,1.0830330964126915
False,0,6,1.0830330964126915
False,0,4,1.0830330964126915
False,0,0,1.0830330964126915
False,1,5,1.4035398443375016
False,1,3,1.6410667200470925
False,1,3,1.5180763101107004
True,1,3,1.3225292674505909
True,0,0,1.3225292674505909
False,1,4,1.319483437398958
False,1,5,0.9536681682129711
False,1,3,1.1232474928547163
False,0,1,1.1232474928547163
False,1,5,0.9259179416767438
False,1,5,1.0176152010990336
False,0,1,1.0176152010990336
True,0,1,1.0176152010990336
True,0,2,1.0176152010990336
False,0,0,1.0176152010990336
False,0,0,1.0176152010990336
True,0,1,1.0176152010990336
True,1,3,0.8915598807379865
True,0,5,0.8915598807379865
True,0,0,0.8915598807379865
False,0,2,0.8915598807379865
False,0,0,0.8915598807379865
True,1,5,0.8689088001701748
False,0,0,0.8689088001701748
False,1,4,1.216631524190234
False,1,5,1.4431771431864036
False,1,5,1.580721191230623
False,1,5,1.430090685331379
True,0,2,1.430090685331379
False,1,4,1.370947554751183
False,1,4,1.0947819197062927
False,1,4,1.6880502972016984
True,1,4,1.0984142201668874
True,0,1,1.0984142201668874
False,1,3,1.2792921382497298
True,1,4,1.3137891176920675
True,0,0,1.3137891176920675
True,1,3,1.6536497238539596
False,0,3,1.6536497238539596
False,1,3,0.9943947220344853
True,0,1,0.9943947220344853
True,0,6,0.9943947220344853
False,0,0,0.9943947220344853
False,0,1,0.9943947220344853
False,1,6,0.8268118069354387
True,1,3,1.2305116586103395
False,0,3,1.2305116586103395
False,0,2,1.2305116586103395
True,1,5,1.6001647606935876
True,1,4,1.3884251763174689
False,1,4,0.8892886468765937
False,0,6,0.8892886468765937
False,0,1,0.8892886468765937
False,0,0,0.8892886468765937
True,1,2,1.0401688713427575
True,1,5,1.5132700646008743
False,0,5,1.5132700646008743
False,0,2,1.5132700646008743
False,0,5,1.5132700646008743
True,1,6,1.2791927194648451
False,0,4,1.2791927194648451
False,0,4,1.2791927194648451
False,0,1,1.2791927194648451
False,0,0,1.2791927194648451
False,0,6,1.2791927194648451
False,0,2,1.2791927194648451
False,0,2,1.2791927194648451
False,0,1,1.2791927194648451
False,1,3,1.5910222493894253
False,0,0,1.5910222493894253
True,1,4,1.2510645676466083
False,0,0,1.2510645676466083
False,0,4,1.2510645676466083
False,0,1,1.2510645676466083
False,0,2,1.2510645676466083
False,1,3,1.6133871243637259
False,0,5,1.6133871243637259
False,0,6,1.6133871243637259
