Subject,trial_number,State_1_chosen,State_2_chosen,State_3_chosen,outcome_type,State_1_shown,State_2_shown,State_3_shown,RT_1,RT_2,RT_3,Reward_received,Shock_received,trial_type,State_1_shock,State_2_shock
M205,80,nan,nan,nan,moves_entered,nan,nan,6,nan,nan,nan,,0.0,1.0,1.0,0.0
M205,81,nan,nan,nan,moves_entered,nan,nan,6,nan,nan,nan,,1.0,1.0,0.0,1.0
M205,82,2,4,6,moves_entered,2,4,6,7.422602702812583,9.842528770645913,11.735307714272494,,0.0,0.0,1.0,0.0
M205,83,nan,nan,nan,moves_entered,nan,nan,5,nan,nan,nan,,0.0,1.0,0.0,1.0
M205,84,1,3,nan,too_few_moves,1,3,5,nan,nan,nan,,0.0,0.0,0.0,1.0
M205,85,1,3,6,invalid_moves,2,4,6,nan,nan,nan,,0.0,0.0,1.0,0.0
M205,86,2,4,6,moves_entered,2,4,6,7.3556238959636175,10.194891898559945,11.747500529737408,,1.0,0.0,0.0,1.0
M205,87,1,3,5,moves_entered,1,3,5,7.226996454696746,9.60266264256461,11.727782942176418,,0.0,0.0,0.0,1.0
M205,88,1,3,5,moves_entered,1,3,5,7.477282579478015,9.718714652835843,11.966119612377042,,0.0,0.0,0.0,1.0
M205,89,1,3,5,moves_entered,1,3,5,7.319369484420349,9.744392071456787,11.884016278065246,,0.0,0.0,0.0,1.0
M205,90,2,4,6,moves_entered,2,4,6,8.092865107439138,9.956497651918653,11.713157856857833,,1.0,0.0,0.0,1.0
M205,91,2,4,6,moves_entered,2,4,6,7.730538912133852,9.717738531325267,11.839380142756454,,1.0,0.0,0.0,1.0
M205,92,nan,nan,nan,moves_entered,nan,nan,6,nan,nan,nan,,0.0,1.0,1.0,0.0
M205,93,2,4,6,moves_entered,2,4,6,7.543050942093032,9.73291829200025,11.705777360608408,,0.0,0.0,1.0,0.0
M205,94,2,4,6,moves_entered,2,4,6,7.584328898050444,9.740355025704048,11.720612666884335,,1.0,0.0,0.0,1.0
M205,95,nan,nan,nan,moves_entered,nan,nan,5,nan,nan,nan,,0.0,1.0,0.0,1.0
M205,96,1,3,5,moves_entered,1,3,5,7.354226663046575,9.859913508136742,11.754470291729376,,0.0,0.0,0.0,1.0
M205,97,1,3,5,moves_entered,1,3,5,8.062223729326433,10.47294827861515,11.97621758270725,,0.0,0.0,0.0,1.0
M205,98,1,3,5,moves_entered,1,3,5,7.28566684731959,9.807561460340366,11.968660340176939,,0.0,0.0,0.0,1.0
M205,99,1,3,5,moves_entered,1,3,5,8.137999680651774,10.197439990788553,11.84898670486291,,1.0,0.0,1.0,0.0
