Subject,trial_number,State_1_chosen,State_2_chosen,State_3_chosen,outcome_type,State_1_shown,State_2_shown,State_3_shown,RT_1,RT_2,RT_3,Reward_received,Shock_received,trial_type,State_1_shock,State_2_shock
M205,0,2,4,5,invalid_moves,1,3,5,nan,nan,nan,,0.0,0.0,0.0,1.0
M205,1,1,3,5,moves_entered,1,3,5,7.39400294510142,9.826671147809975,11.762188212696856,,1.0,0.0,1.0,0.0
M205,2,nan,nan,nan,moves_entered,nan,nan,5,nan,nan,nan,,0.0,1.0,0.0,1.0
M205,3,1,3,5,moves_entered,1,3,5,7.627002413189075,9.6646654390388,11.762127288789088,,0.0,0.0,0.0,1.0
M205,4,nan,nan,nan,moves_entered,nan,nan,6,nan,nan,nan,,1.0,1.0,0.0,1.0
M205,5,1,3,5,moves_entered,1,3,5,7.351211264362064,9.831279271511448,11.952035477799654,,1.0,0.0,1.0,0.0
M205,6,nan,nan,nan,moves_entered,nan,nan,6,nan,nan,nan,,0.0,1.0,1.0,0.0
M205,7,nan,nan,nan,moves_entered,nan,nan,5,nan,nan,nan,,1.0,1.0,1.0,0.0
M205,8,1,nan,nan,too_few_moves,1,3,5,nan,nan,nan,,1.0,0.0,1.0,0.0
M205,9,1,3,5,moves_entered,1,3,5,7.779325572341804,9.922741790085638,12.043238902392659,,1.0,0.0,1.0,0.0
M205,10,1,4,6,invalid_moves,1,3,5,nan,nan,nan,,0.0,0.0,0.0,1.0
M205,11,nan,nan,nan,moves_entered,nan,nan,5,nan,nan,nan,,1.0,1.0,1.0,0.0
M205,12,2,3,6,invalid_moves,1,3,5,nan,nan,nan,,0.0,0.0,0.0,1.0
M205,13,1,3,5,moves_entered,1,3,5,7.20880363856304,9.770107651205763,11.821961261098295,,1.0,0.0,1.0,0.0
M205,14,1,3,6,invalid_moves,2,4,6,nan,nan,nan,,0.0,0.0,1.0,0.0
M205,15,1,4,6,too_few_moves,2,4,6,nan,nan,nan,,0.0,0.0,1.0,0.0
M205,16,nan,nan,nan,moves_entered,nan,nan,5,nan,nan,nan,,0.0,1.0,0.0,1.0
M205,17,1,3,5,moves_entered,1,3,5,7.5138744157411566,9.617412588419029,11.72348847617559,,1.0,0.0,1.0,0.0
M205,18,2,4,6,moves_entered,2,4,6,7.387565430435643,9.749272344261044,11.702376668419674,,0.0,0.0,1.0,0.0
M205,19,2,4,6,moves_entered,2,4,6,7.479333907534965,9.783117583476269,12.00765666231382,,0.0,0.0,1.0,0.0
M205,20,2,4,6,moves_entered,2,4,6,7.437013215467232,9.842029328501667,11.779098279301252,,0.0,0.0,1.0,0.0
M205,21,nan,nan,nan,moves_entered,nan,nan,6,nan,nan,nan,,0.0,1.0,1.0,0.0
M205,22,2,4,6,moves_entered,2,4,6,7.320893586352213,9.714932014609076,11.70266990656819,,0.0,0.0,1.0,0.0
M205,23,2,4,6,moves_entered,2,4,6,7.9547301891016104,9.841253385544405,11.715008336867868,,1.0,0.0,0.0,1.0
M205,24,nan,nan,nan,moves_entered,nan,nan,6,nan,nan,nan,,0.0,1.0,1.0,0.0
M205,25,2,4,6,moves_entered,2,4,6,7.665951536036118,9.763591136307696,11.78324177451941,,0.0,0.0,1.0,0.0
M205,26,2,4,6,moves_entered,2,4,6,8.689540804456556,9.687328128467925,11.679227926715612,,0.0,0.0,1.0,0.0
M205,27,nan,nan,nan,moves_entered,nan,nan,5,nan,nan,nan,,1.0,1.0,1.0,0.0
M205,28,nan,nan,nan,moves_entered,nan,nan,5,nan,nan,nan,,1.0,1.0,1.0,0.0
M205,29,nan,nan,nan,moves_entered,nan,nan,5,nan,nan,nan,,1.0,1.0,1.0,0.0
M205,30,2,4,6,moves_entered,2,4,6,7.726879460708915,9.822314753660976,11.785980337645015,,0.0,0.0,1.0,0.0
M205,31,2,4,6,moves_entered,2,4,6,7.741080756648444,9.646205495001595,11.683647253252275,,0.0,0.0,1.0,0.0
M205,32,2,4,6,moves_entered,2,4,6,7.575033315670225,9.596313501039731,11.85019112365444,,1.0,0.0,0.0,1.0
M205,33,1,3,5,moves_entered,1,3,5,8.250507057632603,9.85928150627933,11.795852019175072,,1.0,0.0,1.0,0.0
M205,34,2,4,6,moves_entered,2,4,6,7.542932107000524,9.630097146853586,11.620587326555324,,0.0,0.0,1.0,0.0
M205,35,nan,nan,nan,moves_entered,nan,nan,5,nan,nan,nan,,1.0,1.0,1.0,0.0
M205,36,2,4,6,moves_entered,2,4,6,7.3867372669874385,9.622360814813874,11.726998965297753,,1.0,0.0,0.0,1.0
M205,37,2,4,6,moves_entered,2,4,6,8.38573938693844,9.821750705395061,11.842338299747098,,0.0,0.0,1.0,0.0
M205,38,2,4,6,moves_entered,2,4,6,7.298479613756172,10.488167204660385,11.79426297637383,,1.0,0.0,0.0,1.0
M205,39,1,3,5,moves_entered,1,3,5,7.333728446074929,9.638344302426049,11.744065693379525,,0.0,0.0,0.0,1.0
M205,40,1,3,5,moves_entered,1,3,5,7.255194516312258,9.776107651875463,11.731400885003495,,0.0,0.0,0.0,1.0
