Subject,trial_number,State_1_chosen,State_2_chosen,State_3_chosen,outcome_type,State_1_shown,State_2_shown,State_3_shown,RT_1,RT_2,RT_3,Reward_received,Shock_received,trial_type,State_1_shock,State_2_shock
M201,0,2,4,5,too_few_moves,1,3,5,nan,nan,14.095845385530993,,0.0,0.0,0.0,1.0
M201,1,2,4,6,moves_entered,2,4,6,7.454407965848077,9.708291587903659,11.761351269837178,,0.0,0.0,1.0,0.0
M201,2,2,4,6,moves_entered,2,4,6,nan,nan,nan,,0.0,1.0,0.0,1.0
M201,3,2,4,6,moves_entered,2,4,6,7.697157650936788,10.360663102082981,11.863369009286544,,1.0,0.0,0.0,1.0
M201,4,2,4,6,moves_entered,2,4,6,nan,nan,nan,,1.0,1.0,0.0,1.0
M201,5,1,3,5,moves_entered,1,3,5,8.265345273892308,10.422578449884895,11.803409908370668,,1.0,0.0,1.0,0.0
M201,6,1,3,5,moves_entered,1,3,5,nan,nan,nan,,0.0,1.0,1.0,0.0
M201,7,1,3,5,moves_entered,1,3,5,nan,nan,nan,,1.0,1.0,1.0,0.0
M201,8,2,4,6,moves_entered,2,4,6,7.612266109830671,9.874225108314931,11.777415658612881,,0.0,0.0,1.0,0.0
M201,9,2,4,6,moves_entered,2,4,6,7.8206981230541714,9.693735892611585,12.063930844462448,,0.0,0.0,1.0,0.0
M201,10,2,4,6,moves_entered,2,4,6,7.961300187824236,9.89159399642449,12.006699241770548,,1.0,0.0,0.0,1.0
M201,11,2,4,6,moves_entered,2,4,6,nan,nan,nan,,1.0,1.0,1.0,0.0
M201,12,2,4,6,moves_entered,2,4,6,7.639573227535948,9.792559165254715,11.678198391686237,,1.0,0.0,0.0,1.0
M201,13,1,3,5,moves_entered,1,3,5,7.375921426091736,9.660272488721603,12.367144759926305,,1.0,0.0,1.0,0.0
M201,14,2,4,6,moves_entered,2,4,6,7.5506001466837915,9.854193662415128,11.690483515003507,,0.0,0.0,1.0,0.0
M201,15,2,4,6,moves_entered,2,4,6,7.6406330286372395,10.08093854325125,11.763949891425,,0.0,0.0,1.0,0.0
M201,16,2,4,6,moves_entered,2,4,6,nan,nan,nan,,0.0,1.0,0.0,1.0
M201,17,2,4,6,moves_entered,2,4,6,7.77663603865949,10.341954566467393,11.895636371060391,,0.0,0.0,1.0,0.0
M201,18,2,4,6,moves_entered,2,4,6,8.057904439147023,9.672247638629415,11.656216389559631,,0.0,0.0,1.0,0.0
M201,19,2,4,6,moves_entered,2,4,6,7.439365217302111,9.86103550534608,11.664764759972968,,0.0,0.0,1.0,0.0
M201,20,2,4,6,moves_entered,2,4,6,7.537170197159867,9.808072229829122,11.62642446339487,,0.0,0.0,1.0,0.0
M201,21,2,4,6,moves_entered,2,4,6,nan,nan,nan,,0.0,1.0,1.0,0.0
