Subject,trial_number,State_1_chosen,State_2_chosen,State_3_chosen,outcome_type,State_1_shown,State_2_shown,State_3_shown,RT_1,RT_2,RT_3,Reward_received,Shock_received,trial_type,State_1_shock,State_2_shock
M204,0,1,3,5,too_few_moves,1,3,5,9.70763432422973,11.85104260535445,14.344654279208044,,0.0,0.0,0.0,1.0
M204,1,1,3,5,moves_entered,1,3,5,7.768858349481889,10.028772573714377,12.355981808468641,,1.0,0.0,1.0,0.0
M204,2,nan,nan,nan,moves_entered,nan,nan,5,nan,nan,nan,,0.0,1.0,0.0,1.0
M204,3,1,3,5,moves_entered,1,3,5,8.669755272610928,9.972035842110927,11.973955285735428,,0.0,0.0,0.0,1.0
M204,4,nan,nan,nan,moves_entered,nan,nan,6,nan,nan,nan,,1.0,1.0,0.0,1.0
M204,5,2,4,6,moves_entered,2,4,6,7.60236452423851,10.290877387255023,12.097464486614626,,0.0,0.0,1.0,0.0
M204,6,nan,nan,nan,moves_entered,nan,nan,6,nan,nan,nan,,0.0,1.0,1.0,0.0
M204,7,nan,nan,nan,moves_entered,nan,nan,5,nan,nan,nan,,1.0,1.0,1.0,0.0
M204,8,2,4,6,moves_entered,2,4,6,8.105593835825857,9.942092320758093,11.92842724793445,,0.0,0.0,1.0,0.0
M204,9,2,4,6,moves_entered,2,4,6,7.866892242018366,9.802371620884514,12.008328858864843,,0.0,0.0,1.0,0.0
M204,10,2,4,6,moves_entered,2,4,6,7.552885458688252,10.775202823664586,12.051140753399523,,1.0,0.0,0.0,1.0
M204,11,nan,nan,nan,moves_entered,nan,nan,5,nan,nan,nan,,1.0,1.0,1.0,0.0
M204,12,nan,nan,nan,too_few_moves,1,3,5,nan,nan,nan,,0.0,0.0,0.0,1.0
M204,13,1,3,5,moves_entered,1,3,5,7.952855130541138,9.97977186270873,11.987715761664731,,1.0,0.0,1.0,0.0
M204,14,2,3,5,too_few_moves,2,4,6,nan,9.97977186270873,11.987715761664731,,0.0,0.0,1.0,0.0
