Subject,trial_number,State_1_chosen,State_2_chosen,State_3_chosen,outcome_type,State_1_shown,State_2_shown,State_3_shown,RT_1,RT_2,RT_3,Reward_received,Shock_received,trial_type,State_1_shock,State_2_shock
M207,0,1,3,5,moves_entered,1,3,5,8.52216192729611,10.224581092355947,12.02913850488767,,0.0,0.0,0.0,1.0
M207,1,1,3,5,moves_entered,1,3,5,8.040329013681912,9.827768931227183,11.814102317337529,,1.0,0.0,1.0,0.0
M207,2,nan,nan,nan,moves_entered,nan,nan,5,nan,nan,nan,,0.0,1.0,0.0,1.0
M207,3,2,4,6,moves_entered,2,4,6,7.918308951102517,9.809907633949479,11.772564206508832,,1.0,0.0,0.0,1.0
M207,4,nan,nan,nan,moves_entered,nan,nan,6,nan,nan,nan,,1.0,1.0,0.0,1.0
M207,5,2,4,6,moves_entered,2,4,6,7.841798408157047,9.8671214951828,12.542572973467031,,0.0,0.0,1.0,0.0
M207,6,nan,nan,nan,moves_entered,nan,nan,6,nan,nan,nan,,0.0,1.0,1.0,0.0
M207,7,nan,nan,nan,moves_entered,nan,nan,5,nan,nan,nan,,1.0,1.0,1.0,0.0
M207,8,1,3,5,moves_entered,1,3,5,8.07136953684676,9.85792606364339,12.000355163920176,,1.0,0.0,1.0,0.0
M207,9,1,3,5,too_few_moves,1,3,5,8.07136953684676,9.85792606364339,12.000355163920176,,1.0,0.0,1.0,0.0
M207,10,1,3,5,moves_entered,1,3,5,7.658366118768754,9.729837752685853,11.716389057470224,,0.0,0.0,0.0,1.0
M207,11,nan,nan,nan,moves_entered,nan,nan,5,nan,nan,nan,,1.0,1.0,1.0,0.0
M207,12,1,3,5,moves_entered,1,3,5,7.986265432977234,9.817954557096527,12.26084229081971,,0.0,0.0,0.0,1.0
M207,13,1,3,5,too_few_moves,1,3,5,7.986265432977234,9.817954557096527,12.26084229081971,,1.0,0.0,1.0,0.0
M207,14,1,3,5,too_few_moves,2,4,6,7.986265432977234,9.817954557096527,12.26084229081971,,0.0,0.0,1.0,0.0
M207,15,2,4,6,moves_entered,2,4,6,7.674699307379342,10.318427383706876,11.914630778483115,,0.0,0.0,1.0,0.0
M207,16,nan,nan,nan,moves_entered,nan,nan,5,nan,nan,nan,,0.0,1.0,0.0,1.0
M207,17,2,4,6,moves_entered,2,4,6,8.128194759709004,9.797061144097825,11.589013082819292,,0.0,0.0,1.0,0.0
M207,18,1,3,5,moves_entered,1,3,5,7.749892630698014,9.871112988654204,12.058198679565976,,1.0,0.0,1.0,0.0
M207,19,1,3,5,moves_entered,1,3,5,7.675670401189564,10.715299798852357,12.23989364497902,,1.0,0.0,1.0,0.0
M207,20,1,3,5,moves_entered,1,3,5,7.911591298383428,9.764230742064683,11.824160720207146,,1.0,0.0,1.0,0.0
M207,21,nan,nan,nan,moves_entered,nan,nan,6,nan,nan,nan,,0.0,1.0,1.0,0.0
M207,22,1,3,5,moves_entered,1,3,5,7.963880063722172,9.734655060852674,11.836980765245244,,1.0,0.0,1.0,0.0
M207,23,1,3,5,moves_entered,1,3,5,7.808285462080676,9.929738802209613,11.951452339246316,,0.0,0.0,0.0,1.0
M207,24,nan,nan,nan,moves_entered,nan,nan,6,nan,nan,nan,,0.0,1.0,1.0,0.0
M207,25,2,4,6,moves_entered,2,4,6,7.675713917971734,9.946635031079495,12.068360183748155,,0.0,0.0,1.0,0.0
M207,26,2,4,6,moves_entered,2,4,6,7.551199004603404,9.756503834665637,11.930097648320952,,0.0,0.0,1.0,0.0
M207,27,nan,nan,nan,moves_entered,nan,nan,5,nan,nan,nan,,1.0,1.0,1.0,0.0
M207,28,nan,nan,nan,moves_entered,nan,nan,5,nan,nan,nan,,1.0,1.0,1.0,0.0
M207,29,nan,nan,nan,moves_entered,nan,nan,5,nan,nan,nan,,1.0,1.0,1.0,0.0
M207,30,1,3,5,moves_entered,1,3,5,8.02505897361334,10.01177898962851,11.8491614482773,,1.0,0.0,1.0,0.0
M207,31,1,3,5,too_few_moves,2,4,6,8.02505897361334,10.01177898962851,11.8491614482773,,0.0,0.0,1.0,0.0
M207,32,2,4,6,moves_entered,2,4,6,7.688650788841187,9.728239012929407,11.7341281730005,,1.0,0.0,0.0,1.0
M207,33,1,3,5,moves_entered,1,3,5,8.762657442890486,10.331663516160916,11.818945735569287,,1.0,0.0,1.0,0.0
M207,34,1,3,5,moves_entered,1,3,5,8.24080850170867,10.127303335095348,11.981470217950118,,1.0,0.0,1.0,0.0
M207,35,nan,nan,nan,moves_entered,nan,nan,5,nan,nan,nan,,1.0,1.0,1.0,0.0
M207,36,2,4,6,moves_entered,2,4,6,8.161319402159279,10.098437646971433,11.718001521745464,,1.0,0.0,0.0,1.0
M207,37,1,3,5,moves_entered,1,3,5,7.724092198008293,9.745681210086332,11.849622726203961,,1.0,0.0,1.0,0.0
M207,38,1,3,5,moves_entered,1,3,5,8.627810305642925,10.420563957457489,11.735553180355055,,0.0,0.0,0.0,1.0
