Subject,trial_number,State_1,State_2,State_3,RT_1,RT_2,RT_3,Reward_received,Shock_received,trial_type,State_1_reward,State_2_reward,State_3_reward,State_4_reward,State_1_shock,State_2_shock,State_3_shock,State_4_shock
3000,0,2,5,7,9.466697887379269,9.891263879855615,10.293673654727172,0.0,1.0,0.0,0.0,0.0,0.86,0.79,1.0,0.0,0.0,0.0
3000,1,nan,nan,nan,nan,nan,nan,0.65,0.0,1.0,0.1,0.04,0.72,0.65,1.0,0.0,0.0,0.0
3000,2,nan,nan,nan,nan,nan,nan,0.76,0.0,1.0,0.19,0.08,0.81,0.76,1.0,0.0,0.0,0.0
3000,3,nan,nan,nan,nan,nan,nan,0.76,0.0,1.0,0.14,0.08,0.76,0.7,0.0,0.0,0.0,1.0
3000,4,2,5,9,9.65016889646904,10.077966534028747,10.468219646085345,0.9,0.0,0.0,0.15,0.08,0.9,0.72,0.0,0.0,0.0,1.0
3000,5,nan,nan,nan,nan,nan,nan,0.64,1.0,1.0,0.2,0.12,0.68,0.64,0.0,0.0,0.0,1.0
3000,6,1,5,7,9.363308342257369,9.728101286331366,10.200107252858288,0.3,0.0,0.0,0.3,0.25,0.72,0.62,0.0,0.0,0.0,1.0
3000,7,nan,nan,nan,nan,nan,nan,0.21,0.0,1.0,0.28,0.21,0.73,0.65,0.0,0.0,0.0,1.0
3000,8,1,4,8,9.465451290498095,9.893007575652518,10.27496365487059,0.23,1.0,0.0,0.34,0.23,0.61,0.59,0.0,1.0,0.0,0.0
3000,9,2,6,10,9.504021814775115,9.91333306330489,10.368761701491167,0.5,0.0,0.0,0.33,0.25,0.49,0.5,0.0,1.0,0.0,0.0
3000,10,2,5,9,9.51620458783691,9.842823682527523,10.262883314313513,0.48,0.0,0.0,0.33,0.28,0.48,0.42,0.0,1.0,0.0,0.0
3000,11,1,6,7,9.421382216176426,9.72205140839651,10.007478911791623,0.34,0.0,0.0,0.34,0.29,0.4,0.38,0.0,1.0,0.0,0.0
3000,12,2,5,9,9.479008533699016,9.900346228558192,10.354793054541005,0.32,0.0,0.0,0.46,0.33,0.32,0.32,0.0,0.0,0.0,1.0
3000,13,1,4,8,9.524558862369304,9.847149949469895,10.246385320953777,0.44,0.0,0.0,0.5,0.44,0.47,0.38,0.0,0.0,0.0,1.0
3000,14,1,4,8,9.428306787358451,9.758848109668179,10.04288942678977,0.46,0.0,0.0,0.5,0.46,0.31,0.24,0.0,0.0,0.0,1.0
