Subject,trial_number,Move_1,Move_2,Move_3,State_1,State_2,State_3,RT_1,RT_2,RT_3,Reward,Shock,trial_type
1006,0,,,,,,,,,,,,0.0
1006,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.1,1.0,1.0
1006,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.1,1.0,0.0
1006,3,up,left,down,1,3,7,6.4056176341309765,6.938988927618993,7.424349664568581,0.14,1.0,0.0
1006,4,left,down,left,2,6,10,6.345026667511775,6.594919632598248,6.861946552506197,0.3,0.0,0.0
1006,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.26,0.0,1.0
1006,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.29,0.0,1.0
1006,7,up,down,left,1,4,8,6.5125889460978215,6.943325222448038,7.597163432523303,0.22,0.0,0.0
1006,8,left,down,left,2,6,10,6.518914968921308,6.8054311138694175,7.108437832548589,0.26,0.0,0.0
1006,9,left,right,right,2,5,9,6.54181391289967,6.875333699545081,7.199891006825055,0.18,0.0,0.0
1006,10,up,left,down,1,3,7,6.366224434221294,6.635982543684804,6.8860388646371575,0.22,1.0,0.0
1006,11,left,down,left,2,6,10,6.613055815820189,6.763300698983585,7.049659848233205,0.11,0.0,0.0
1006,12,up,down,left,1,4,8,6.3228899393197935,6.5562160086738,6.822902157535282,0.34,0.0,0.0
1006,13,up,down,left,1,4,8,6.269730660322239,6.536358228700919,6.8932974887720775,0.35,0.0,0.0
1006,14,up,down,left,1,4,8,6.274184116118704,6.483677635946151,6.720697958018718,0.36,1.0,0.0
1006,15,up,down,left,1,4,8,6.335250421527235,6.584939861273597,6.865574525589182,0.38,1.0,0.0
1006,16,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.14,0.0,1.0
1006,17,up,down,left,1,4,8,6.412908728592811,6.6962491417962156,6.950132274734642,0.47,1.0,0.0
1006,18,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.11,0.0,1.0
1006,19,up,down,left,1,4,8,6.528501414131824,6.663706511102646,6.980258376757774,0.61,0.0,0.0
1006,20,up,down,left,1,4,8,6.50620534702648,6.6580961744275555,6.991017435895628,0.68,0.0,0.0
1006,21,up,down,left,1,4,8,6.565228030392973,6.7847368045786425,7.0373338448243885,0.7,0.0,0.0
1006,22,left,down,left,2,6,10,6.368647992547267,6.601951633943827,6.835290758375777,0.0,0.0,0.0
1006,23,up,left,down,1,3,7,6.379235661923303,6.552005912946697,6.907971732740407,0.73,0.0,0.0
1006,24,up,left,down,1,3,7,6.553659556335333,6.74609109164885,7.095388443844058,0.86,0.0,0.0
1006,25,up,left,down,1,3,7,6.4256705708048685,6.55879622795328,6.890913430430373,0.78,0.0,0.0
1006,26,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.05,1.0,1.0
1006,27,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.09,1.0,1.0
1006,28,up,left,down,1,3,7,6.678402178791657,6.944923632807331,7.178362511434898,0.66,0.0,0.0
1006,29,left,right,right,2,5,9,6.3399027162267885,6.6232130023236095,6.887851177451012,0.09,0.0,0.0
1006,30,up,left,down,1,3,7,6.300867694135377,6.500891594972927,6.867483245145195,0.72,0.0,0.0
1006,31,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.58,1.0,1.0
1006,32,up,left,down,1,3,7,7.056490667459002,7.206953804769,7.510269828406308,0.56,0.0,0.0
1006,33,up,down,left,1,4,8,6.601728023866599,6.801531662082198,7.11650118516809,0.5,0.0,0.0
1006,34,up,left,down,1,3,7,6.567198677888882,6.734940045385883,7.039705182833131,0.41,1.0,0.0
1006,35,up,left,down,1,3,7,6.304148536006323,6.489280608218905,6.743024152230646,0.46,1.0,0.0
1006,36,up,left,down,1,3,7,6.374580354515274,6.6602924404724035,6.95855882635442,0.38,1.0,0.0
1006,37,up,left,down,1,3,7,6.245881038770676,6.412746376965515,6.696041934254026,0.29,0.0,0.0
1006,38,left,down,left,2,6,10,6.333367142642601,6.549719600328899,6.883316378467498,0.35,1.0,0.0
1006,39,left,down,left,2,6,10,6.454631758053438,6.647316361060803,7.067863650072468,0.28,0.0,0.0
1006,40,up,down,left,1,4,8,6.303437536298588,6.55569648346318,7.0525339741707285,0.29,1.0,0.0
1006,41,left,right,right,2,5,9,6.352649494885554,6.685980150254181,6.885979279915773,0.36,0.0,0.0
1006,42,up,left,down,1,3,7,6.4538528049833985,6.603909895849938,6.906428555408638,0.21,0.0,0.0
1006,43,left,right,right,2,5,9,6.4020756906720635,6.698678056052813,6.932011824554138,0.44,0.0,0.0
1006,44,left,right,right,2,5,9,6.72278208427997,6.927694944972245,7.163696301362506,0.47,0.0,0.0
1006,45,up,down,left,1,4,8,6.643644201552888,6.879939129856211,7.113766313410451,0.19,0.0,0.0
1006,46,up,left,down,1,3,7,6.488434036533363,6.658965174070545,6.880333794948456,0.01,0.0,0.0
1006,47,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.04,0.0,1.0
1006,48,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.01,0.0,1.0
1006,49,left,right,right,2,5,9,6.342159236484804,6.608788813337014,6.814588080444082,0.68,0.0,0.0
1006,50,left,right,right,2,5,9,6.254883687612164,6.571389358370652,6.888304757772858,0.8,0.0,0.0
1006,51,up,left,down,1,3,7,6.459978649923869,6.509889892122374,7.141656314659485,0.04,0.0,0.0
1006,52,left,down,left,2,6,10,6.668019038992497,6.834379580785026,7.232738590781082,0.72,0.0,0.0
1006,53,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.12,0.0,1.0
1006,54,left,down,left,2,6,10,6.332601244652324,6.606841263290335,6.8877825545987434,0.54,0.0,0.0
1006,55,left,down,left,2,6,10,6.332601244652324,6.606841263290335,6.8877825545987434,0.54,0.0,0.0
1006,56,left,down,left,2,6,10,6.331683372145562,6.6114580749508605,6.921508845820426,0.54,1.0,0.0
1006,57,left,down,left,2,6,10,6.35663196358837,6.607207809749525,6.857252414603863,0.51,0.0,0.0
1006,58,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.28,1.0,1.0
1006,59,left,down,left,2,6,10,6.341788003586771,6.63088838476142,6.81425266532824,0.44,0.0,0.0
1006,60,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.43,0.0,1.0
1006,61,left,down,left,2,6,10,6.430772763622372,6.7141061471684225,7.001208096960909,0.49,1.0,0.0
1006,62,left,down,left,2,6,10,6.69554215903554,7.009868301029201,7.326464353105621,0.49,1.0,0.0
1006,63,left,down,left,2,6,10,6.737813501831624,6.9711519567717914,7.271117846192283,0.48,0.0,0.0
1006,64,up,left,down,1,3,7,6.279867427343561,6.498203587603712,6.786378062379299,0.54,0.0,0.0
1006,65,up,left,down,1,3,7,6.333686489968386,6.550405494113875,6.755997553678753,0.6,0.0,0.0
1006,66,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.64,0.0,1.0
1006,67,up,down,left,1,4,8,6.568573478170947,6.835172593169773,7.1923659251715435,0.7,1.0,0.0
1006,68,left,down,left,2,6,10,7.0961603672567435,7.331671990796167,7.583439531383192,0.44,0.0,0.0
1006,69,up,left,down,1,3,7,6.472398716852695,6.774381783410718,7.05773223898359,0.77,0.0,0.0
1006,70,up,left,down,1,3,7,6.5553855047783145,6.755092736253573,7.052137970096737,0.8,0.0,0.0
1006,71,left,down,left,2,6,10,6.297178462600641,6.506412554568669,6.827007143137962,0.37,0.0,0.0
1006,72,left,right,right,2,5,9,6.281795562143088,6.599340952812781,6.860319354022067,0.39,1.0,0.0
1006,73,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.92,0.0,1.0
1006,74,up,down,left,1,4,8,6.412482597410417,6.6457899210090545,7.145844651919106,0.81,0.0,0.0
1006,75,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.78,0.0,1.0
1006,76,up,down,left,1,4,8,6.27838651269667,6.528341740469841,6.786969557897464,0.79,0.0,0.0
1006,77,up,down,left,1,4,8,6.296583284878579,6.482943538789186,6.753170961619617,0.69,0.0,0.0
1006,78,up,down,left,1,4,8,6.3483389754710515,6.548056918807561,6.812720199857722,0.62,1.0,0.0
1006,79,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.65,1.0,1.0
1006,80,up,down,left,1,4,8,6.50149748455442,6.620547757656823,7.045219112769701,0.67,0.0,0.0
1006,81,up,left,down,1,3,7,6.356988467678093,6.579401160161069,6.782371826735471,0.57,0.0,0.0
1006,82,left,right,right,2,5,9,6.549643278323856,6.78473613508686,7.052845287602395,0.5,0.0,0.0
