Subject,trial_number,Move_1,Move_2,Move_3,State_1,State_2,State_3,RT_1,RT_2,RT_3,Reward,Shock,trial_type
1006,83,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.49,0.0,1.0
1006,84,left,down,left,2,6,10,6.519153307806846,6.791202081582014,7.057338243383128,0.53,0.0,0.0
1006,85,up,down,left,1,4,8,6.794928804627489,7.031892554688966,7.26589849240554,0.57,1.0,0.0
1006,86,up,left,down,1,3,7,6.346653531249103,6.580004706524051,6.9257400305232295,0.45,0.0,0.0
1006,87,up,down,left,1,4,8,6.502144882591892,6.68518178193699,6.951880651133251,0.54,0.0,0.0
1006,88,up,left,down,1,3,7,6.424700143237715,6.658437614963987,6.891739247887017,0.42,0.0,0.0
1006,89,up,down,left,1,4,8,6.465734600948053,6.697193459203845,6.91873681729885,0.45,0.0,0.0
1006,90,left,right,right,2,5,9,6.362934219472663,6.663344985829099,6.945282814864186,0.66,0.0,0.0
1006,91,left,right,right,2,5,9,6.574164064855722,6.82413335194542,7.065712239940694,0.73,1.0,0.0
1006,92,left,right,right,2,5,9,6.696747578031136,6.866873003869841,7.2669639877294685,0.72,1.0,0.0
1006,93,left,right,right,2,5,9,6.3035831506476825,6.586854606252018,6.8399584513736045,0.75,1.0,0.0
1006,94,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.18,0.0,1.0
1006,95,left,right,right,2,5,9,6.420850568549213,6.687512280979718,6.991431850980007,0.75,1.0,0.0
1006,96,left,right,right,2,5,9,6.453820334658303,6.785891676983738,7.0105665804021555,0.76,0.0,0.0
1006,97,left,right,right,2,5,9,7.001636236615013,7.240751396810083,7.459136764677169,0.87,0.0,0.0
1006,98,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.87,0.0,1.0
1006,99,left,right,right,2,5,9,6.051997711678268,6.408137599197289,6.658181534559844,0.87,0.0,0.0
