Subject,trial_number,State_1,State_2,State_3,RT_1,RT_2,RT_3,Reward_received,Shock_received,trial_type,State_1_reward,State_2_reward,State_3_reward,State_4_reward,State_1_shock,State_2_shock,State_3_shock,State_4_shock
M008,0,2,,,10.171955574049207,,,nan,nan,0,0.23,0.19,1.0,1.0,0.0,1.0,1.0,0.0
M008,1,2,,,10.171955574049207,,,nan,nan,1,0.24,0.17,0.92,0.92,0.0,1.0,0.0,0.0
M008,2,2,6,10,10.142513121149022,12.298422717369249,14.12556098994719,0.93,0.0,0,0.21,0.27,0.92,0.93,0.0,0.0,0.0,0.0
M008,3,1,3,7,9.935594822574785,12.511687437005094,14.30157768432582,0.24,0.0,0,0.24,0.26,0.91,0.9,0.0,1.0,0.0,0.0
M008,4,1,4,10,10.38218148307169,12.82623680562574,14.807359558779353,0.88,1.0,0,0.23,0.28,0.89,0.88,1.0,0.0,0.0,1.0
M008,5,1,4,10,10.38218148307169,12.82623680562574,14.807359558779353,nan,nan,1,0.36,0.23,0.88,0.92,0.0,1.0,0.0,0.0
M008,6,1,3,7,10.097085948664244,12.321414978410758,14.882925787478598,0.34,1.0,0,0.34,0.35,0.85,0.85,1.0,1.0,0.0,0.0
M008,7,1,3,7,10.102961718954248,12.321414978410758,14.882925787478598,nan,nan,0,0.38,0.34,0.78,0.74,1.0,0.0,0.0,0.0
M008,8,1,3,7,10.102961718954248,12.321414978410758,14.882925787478598,nan,nan,1,0.34,0.32,0.78,0.79,0.0,0.0,0.0,1.0
M008,9,1,3,7,9.936848105999161,12.661068176408662,14.882925787478598,nan,nan,0,0.34,0.38,0.8,0.79,0.0,0.0,1.0,0.0
M008,10,1,4,7,10.18554787465655,12.982169164473817,14.882925787478598,nan,nan,0,0.42,0.32,0.82,0.78,0.0,0.0,1.0,0.0
M008,11,1,4,7,10.18554787465655,12.982169164473817,14.882925787478598,nan,nan,1,0.37,0.33,0.81,0.81,0.0,0.0,1.0,0.0
M008,12,2,5,9,9.976554160155501,12.320750845314251,14.957113203561676,0.78,1.0,0,0.36,0.38,0.78,0.74,0.0,1.0,1.0,0.0
M008,13,2,6,10,10.192334149996896,12.536327979987618,14.675384194635626,0.78,0.0,0,0.39,0.38,0.81,0.78,1.0,0.0,1.0,0.0
M008,14,1,4,8,9.994132933068613,12.299591645178225,14.555298620551184,0.37,0.0,0,0.41,0.37,0.76,0.73,0.0,0.0,0.0,0.0
M008,15,1,4,8,9.994132933068613,12.299591645178225,14.555298620551184,nan,nan,1,0.31,0.4,0.8,0.74,1.0,0.0,0.0,0.0
M008,16,1,3,7,9.98119606219916,12.216348720756287,14.810816800023531,0.34,1.0,0,0.34,0.34,0.79,0.76,1.0,0.0,0.0,0.0
M008,17,2,6,10,9.911808547567489,12.117719934671186,14.277534660282981,0.75,0.0,0,0.34,0.35,0.75,0.75,1.0,0.0,0.0,0.0
M008,18,2,6,10,9.911808547567489,12.117719934671186,14.277534660282981,nan,nan,1,0.39,0.38,0.79,0.78,1.0,0.0,1.0,0.0
M008,19,2,6,10,9.977613626509992,12.266236029019637,14.327096596885895,0.76,1.0,0,0.37,0.36,0.78,0.76,1.0,0.0,0.0,1.0
M008,20,2,6,10,9.977613626509992,12.266236029019637,14.327096596885895,nan,nan,0,0.41,0.39,0.72,0.69,0.0,0.0,0.0,1.0
M008,21,2,6,10,9.977613626509992,12.266236029019637,14.327096596885895,nan,nan,1,0.52,0.44,0.74,0.72,0.0,0.0,0.0,1.0
M008,22,1,4,8,10.20209998617429,12.424561811074454,14.233225869189482,0.47,0.0,0,0.44,0.47,0.64,0.64,0.0,0.0,1.0,0.0
M008,23,1,4,8,10.007167549332735,12.314788376197612,14.716897199627056,0.5,0.0,0,0.57,0.5,0.67,0.63,0.0,0.0,0.0,1.0
M008,24,1,4,8,9.850000318007005,12.56785020049574,14.362926309679096,0.57,0.0,0,0.55,0.57,0.67,0.63,0.0,0.0,0.0,0.0
M008,25,1,4,8,9.850000318007005,12.56785020049574,14.362926309679096,nan,nan,0,0.62,0.61,0.64,0.6,0.0,1.0,0.0,1.0
M008,26,1,4,8,9.804249112843536,12.696699720456309,14.362926309679096,nan,nan,0,0.59,0.65,0.61,0.57,0.0,1.0,1.0,0.0
M008,27,1,4,8,9.804249112843536,12.696699720456309,14.362926309679096,nan,nan,1,0.58,0.6,0.57,0.59,0.0,1.0,0.0,0.0
M008,28,2,5,9,10.020707964542453,12.931749277704512,14.5011891798531,0.56,0.0,0,0.58,0.56,0.56,0.58,0.0,1.0,0.0,0.0
M008,29,2,5,9,10.178084745926753,12.78859277761876,14.5011891798531,nan,nan,0,0.53,0.56,0.56,0.55,0.0,0.0,0.0,1.0
M008,30,1,4,10,10.091226915599691,12.759914881165969,14.959443025312794,0.53,1.0,0,0.57,0.6,0.5,0.53,0.0,0.0,0.0,1.0
M008,31,2,6,10,10.223779714015109,12.47874991673234,14.235731766551908,0.51,0.0,0,0.6,0.65,0.49,0.51,0.0,0.0,0.0,0.0
M008,32,1,3,7,10.451511086905157,12.488663040490792,14.091954315408657,0.63,0.0,0,0.63,0.66,0.46,0.48,0.0,1.0,0.0,1.0
M008,33,1,4,8,9.838135968531788,12.203446663317663,14.729498321758001,0.68,0.0,0,0.62,0.68,0.49,0.4,0.0,0.0,0.0,1.0
M008,34,1,4,8,9.838135968531788,12.203446663317663,14.729498321758001,nan,nan,1,0.63,0.65,0.47,0.45,0.0,0.0,1.0,1.0
M008,35,1,3,9,9.881782634995034,12.959904303241274,14.34208210412362,0.45,0.0,0,0.71,0.76,0.45,0.44,1.0,0.0,0.0,0.0
M008,36,2,6,10,9.99893752094249,12.139288862079411,14.246545018280813,0.4,0.0,0,0.74,0.7,0.41,0.4,0.0,0.0,0.0,0.0
M008,37,1,3,7,10.432906322086637,12.645633776792238,14.787261498726366,0.75,1.0,0,0.75,0.69,0.42,0.35,1.0,1.0,0.0,0.0
M008,38,1,4,8,10.424284977369098,12.971743546879225,14.530266761243183,0.81,0.0,0,0.68,0.81,0.35,0.34,1.0,0.0,0.0,0.0
M008,39,1,4,8,10.424284977369098,12.971743546879225,14.530266761243183,nan,nan,1,0.74,0.73,0.34,0.32,1.0,0.0,0.0,0.0
M008,40,1,3,7,10.481489465757477,12.403423699845007,14.383483973939292,0.78,0.0,0,0.78,0.79,0.32,0.23,0.0,1.0,0.0,0.0
M008,41,1,3,7,10.481489465757477,12.403423699845007,14.383483973939292,nan,nan,1,0.77,0.76,0.28,0.26,1.0,1.0,0.0,0.0
M008,42,1,4,8,10.033277285943768,12.756801757273934,14.795402150331938,0.8,0.0,0,0.74,0.8,0.24,0.2,0.0,0.0,0.0,0.0
M008,43,1,4,8,10.033277285943768,12.756801757273934,14.795402150331938,nan,nan,1,0.75,0.83,0.27,0.22,0.0,1.0,0.0,0.0
M008,44,1,4,8,10.033277285943768,12.756801757273934,14.795402150331938,nan,nan,1,0.81,0.78,0.2,0.19,0.0,1.0,0.0,0.0
M008,45,1,4,8,9.993203012832964,12.756801757273934,14.795402150331938,nan,nan,0,0.89,0.85,0.15,0.17,1.0,1.0,1.0,0.0
M008,46,2,6,10,10.16243343187125,12.18817059785033,14.306002337187238,0.15,0.0,0,0.81,0.89,0.13,0.15,0.0,0.0,1.0,0.0
