Subject,trial_number,State_1,State_2,State_3,RT_1,RT_2,RT_3,Reward_received,Shock_received,trial_type,State_1_reward,State_2_reward,State_3_reward,State_4_reward,State_1_shock,State_2_shock,State_3_shock,State_4_shock
M002,0,2,5,,12.265101144048458,14.941893094702209,,nan,nan,0.0,0.0,0.0,0.76,0.71,0.0,0.0,0.0,1.0
M002,1,nan,nan,nan,nan,nan,nan,0.79,1.0,1.0,0.04,0.06,0.79,0.76,1.0,0.0,1.0,0.0
M002,2,1,4,8,10.29174127234819,11.665571055237706,13.264497938489512,0.09,0.0,0.0,0.04,0.09,0.8,0.76,1.0,0.0,0.0,0.0
M002,3,1,3,7,11.442532954538365,12.134468979936173,12.775951981891012,0.1,1.0,0.0,0.1,0.08,0.81,0.74,1.0,0.0,0.0,0.0
M002,4,2,6,10,10.913488205189424,13.057984389629382,14.160138690414897,0.73,0.0,0.0,0.12,0.14,0.76,0.73,0.0,1.0,0.0,0.0
M002,5,2,5,9,10.523956666944287,11.868782706411366,14.074515636312753,0.81,0.0,0.0,0.14,0.13,0.81,0.76,1.0,0.0,0.0,0.0
M002,6,2,6,10,12.305231385568732,13.552279879346315,14.4137601832781,0.65,1.0,0.0,0.13,0.08,0.71,0.65,0.0,1.0,0.0,1.0
M002,7,nan,nan,nan,nan,nan,nan,0.2,0.0,1.0,0.2,0.18,0.7,0.68,0.0,1.0,1.0,1.0
M002,8,nan,nan,nan,nan,nan,nan,0.66,0.0,1.0,0.18,0.17,0.66,0.65,0.0,1.0,0.0,0.0
M002,9,2,5,9,10.899259650535896,11.98100036386495,13.198640745565172,0.67,0.0,0.0,0.18,0.18,0.67,0.64,0.0,0.0,0.0,0.0
M002,10,2,5,9,11.257526930851782,13.981222297985369,13.198640745565172,nan,nan,0.0,0.19,0.19,0.62,0.57,0.0,0.0,0.0,1.0
M002,11,nan,nan,nan,nan,nan,nan,0.22,0.0,1.0,0.2,0.22,0.64,0.6,1.0,0.0,0.0,1.0
M002,12,nan,nan,nan,nan,nan,nan,0.66,1.0,1.0,0.25,0.22,0.66,0.58,0.0,0.0,1.0,1.0
M002,13,2,5,9,11.042931699523251,12.160778717622634,13.087552508508452,0.61,0.0,0.0,0.24,0.25,0.61,0.6,0.0,0.0,0.0,1.0
M002,14,1,4,8,10.10131275873482,11.31903883445375,12.486895007754356,0.26,1.0,0.0,0.23,0.26,0.57,0.54,0.0,1.0,0.0,1.0
M002,15,2,5,8,11.721368573660584,13.216137054194405,12.486895007754356,nan,nan,0.0,0.27,0.25,0.53,0.51,0.0,0.0,0.0,0.0
M002,16,2,5,8,11.867836724773952,13.320733634534008,12.486895007754356,nan,nan,0.0,0.29,0.3,0.54,0.47,0.0,0.0,1.0,0.0
M002,17,2,5,9,11.044454107337515,12.509862678681202,13.311674169914113,0.53,1.0,0.0,0.36,0.34,0.53,0.49,0.0,0.0,1.0,0.0
M002,18,1,3,7,10.284304303479985,11.400879300977067,13.34264921052636,0.33,1.0,0.0,0.33,0.34,0.51,0.51,1.0,0.0,1.0,0.0
M002,19,2,6,10,10.121407671555971,12.90451376510373,13.67270943400763,0.48,1.0,0.0,0.36,0.36,0.49,0.48,0.0,0.0,1.0,1.0
M002,20,1,4,8,10.469215595106107,12.302221048392312,13.627107160706146,0.4,1.0,0.0,0.4,0.4,0.53,0.52,0.0,1.0,0.0,1.0
M002,21,2,6,10,10.32389393624453,11.425257241060535,12.252724383596615,0.43,1.0,0.0,0.43,0.46,0.5,0.43,0.0,0.0,0.0,1.0
M002,22,1,3,7,10.122902295762287,11.553175649642071,12.914374267960739,0.45,0.0,0.0,0.45,0.48,0.47,0.37,0.0,0.0,0.0,0.0
M002,23,2,5,9,10.25533738170634,11.709187302690225,13.282731684325881,0.36,0.0,0.0,0.46,0.48,0.36,0.41,1.0,0.0,0.0,1.0
M002,24,nan,nan,nan,nan,nan,nan,0.47,0.0,1.0,0.47,0.51,0.31,0.31,0.0,0.0,0.0,1.0
M002,25,1,3,7,10.251567179591802,11.568414791188843,12.482343182454315,0.52,0.0,0.0,0.52,0.53,0.37,0.27,0.0,0.0,0.0,1.0
M002,26,1,3,7,10.046775544935372,11.348123250762,12.098449373412222,0.49,1.0,0.0,0.49,0.54,0.27,0.28,1.0,0.0,1.0,0.0
M002,27,nan,nan,nan,nan,nan,nan,0.37,1.0,1.0,0.55,0.56,0.37,0.22,0.0,0.0,1.0,0.0
M002,28,1,4,8,10.95182623663004,12.137423415154444,12.657575736274339,0.57,0.0,0.0,0.58,0.57,0.31,0.34,0.0,0.0,1.0,1.0
M002,29,1,4,8,10.49898489408588,12.266320275371982,12.834524848420187,0.57,0.0,0.0,0.6,0.57,0.28,0.28,1.0,0.0,0.0,0.0
M002,30,2,5,9,11.01824244913405,11.627562744926763,12.474897175545266,0.19,1.0,0.0,0.62,0.6,0.19,0.23,0.0,0.0,1.0,1.0
M002,31,1,4,8,10.048901493051744,10.897213371079488,11.858574406343905,0.63,0.0,0.0,0.59,0.63,0.22,0.24,0.0,0.0,1.0,1.0
M002,32,1,4,8,10.504432154939423,11.298663072873751,14.242990748058219,0.65,0.0,0.0,0.64,0.65,0.18,0.11,1.0,0.0,0.0,0.0
M002,33,1,4,8,10.231091330075287,11.9262669910986,12.906911523938106,0.69,0.0,0.0,0.71,0.69,0.16,0.19,0.0,0.0,1.0,0.0
M002,34,nan,nan,nan,nan,nan,nan,0.7,0.0,1.0,0.7,0.7,0.12,0.16,1.0,0.0,1.0,0.0
M002,35,1,4,8,9.792917389291688,11.423192216037933,12.264681377249872,0.71,0.0,0.0,0.75,0.71,0.18,0.11,0.0,0.0,1.0,1.0
M002,36,1,4,8,10.367179458340615,12.252219257521574,13.78090047677324,0.73,0.0,0.0,0.74,0.73,0.18,0.21,1.0,0.0,1.0,0.0
M002,37,1,4,8,10.224128021509387,11.308728437996251,12.700073609823448,0.74,0.0,0.0,0.71,0.74,0.19,0.21,0.0,0.0,0.0,0.0
M002,38,1,4,8,10.160406484226769,11.07454141146809,12.330501079042733,0.73,1.0,0.0,0.73,0.73,0.22,0.16,0.0,1.0,1.0,0.0
M002,39,1,4,8,10.393754646640446,12.070064903176899,12.732780941649253,0.76,0.0,0.0,0.75,0.76,0.19,0.15,0.0,0.0,0.0,0.0
M002,40,nan,nan,nan,nan,nan,nan,0.1,0.0,1.0,0.76,0.79,0.1,0.11,1.0,0.0,0.0,0.0
M002,41,1,4,8,11.224458746864912,13.456775903108792,13.928535874159934,0.8,0.0,0.0,0.78,0.8,0.1,0.09,1.0,0.0,0.0,0.0
M002,42,1,4,8,10.334832309188641,11.741764754518954,12.536339118014439,0.84,1.0,0.0,0.8,0.84,0.08,0.08,1.0,1.0,0.0,0.0
M002,43,nan,nan,nan,nan,nan,nan,0.0,0.0,1.0,0.83,0.86,0.03,0.0,1.0,0.0,0.0,0.0
M002,44,2,6,10,9.980799518505592,10.84588164919478,12.76967623393466,0.03,0.0,0.0,0.8,0.85,0.0,0.03,1.0,0.0,0.0,0.0
M002,45,1,4,8,10.201181774087672,11.723563813424335,12.212411372800489,0.83,0.0,0.0,0.81,0.83,0.09,0.04,0.0,0.0,0.0,0.0
M002,46,nan,nan,nan,nan,nan,nan,0.81,0.0,1.0,0.81,0.84,0.07,0.04,0.0,1.0,0.0,0.0
M002,47,nan,nan,nan,nan,nan,nan,0.82,1.0,1.0,0.88,0.82,0.09,0.06,0.0,1.0,0.0,0.0
M002,48,1,4,8,10.233656125297784,11.422219120277077,11.894445052559604,0.87,1.0,0.0,0.84,0.87,0.02,0.04,0.0,1.0,0.0,0.0
M002,49,1,4,8,10.249131594882783,11.093626406878684,11.78555439846241,0.88,1.0,0.0,0.86,0.88,0.01,0.02,0.0,1.0,0.0,0.0
M002,50,1,4,8,10.15554870449705,11.724926549179145,12.560943678608965,0.89,1.0,0.0,0.9,0.89,0.08,0.09,0.0,1.0,1.0,0.0
M002,51,1,3,7,10.193846566866341,10.885284830517776,11.431102175723936,0.88,0.0,0.0,0.88,0.89,0.08,0.06,0.0,1.0,0.0,1.0
M002,52,1,3,7,10.573897869466236,11.369170840067454,11.99324255792635,0.86,1.0,0.0,0.86,0.88,0.12,0.17,1.0,0.0,0.0,0.0
M002,53,1,3,7,10.315209382959438,11.668158278193005,12.177809065022302,0.84,0.0,0.0,0.84,0.87,0.11,0.09,0.0,0.0,0.0,1.0
M002,54,1,4,8,10.341597115593686,11.494047445699834,12.221853113085672,0.81,0.0,0.0,0.81,0.81,0.21,0.17,1.0,0.0,0.0,1.0
M002,55,1,3,7,9.890694934980274,10.65167389542512,11.851703486641782,0.87,1.0,0.0,0.87,0.84,0.13,0.1,1.0,0.0,0.0,0.0
M002,56,1,3,7,10.411643942687078,12.49432695548785,13.65825961471819,0.91,0.0,0.0,0.91,0.88,0.2,0.19,0.0,0.0,1.0,0.0
M002,57,nan,nan,nan,nan,nan,nan,0.84,0.0,1.0,0.85,0.84,0.21,0.24,1.0,0.0,1.0,0.0
M002,58,1,3,7,10.509313366626884,11.11260930590106,11.808595377944584,0.8,1.0,0.0,0.8,0.83,0.3,0.26,1.0,0.0,0.0,1.0
M002,59,1,4,8,10.143903690634033,12.121554623410702,12.5607907013964,0.82,0.0,0.0,0.85,0.82,0.3,0.32,1.0,0.0,0.0,1.0
M002,60,nan,nan,nan,nan,nan,nan,0.26,0.0,1.0,0.82,0.84,0.3,0.26,0.0,0.0,1.0,0.0
M002,61,nan,nan,nan,nan,nan,nan,0.35,1.0,1.0,0.87,0.87,0.35,0.35,0.0,1.0,1.0,1.0
M002,62,nan,nan,nan,nan,nan,nan,0.86,0.0,1.0,0.86,0.85,0.38,0.29,0.0,0.0,1.0,1.0
M002,63,1,3,7,10.452782093163478,11.127752376418357,11.794383225664205,0.78,0.0,0.0,0.78,0.82,0.39,0.43,0.0,0.0,1.0,1.0
M002,64,1,4,8,10.55527515311951,11.790527664272304,12.265457979301573,0.77,0.0,0.0,0.76,0.77,0.38,0.31,0.0,0.0,0.0,1.0
M002,65,1,3,7,10.559501943680516,12.819648567487093,13.531788631684321,0.75,0.0,0.0,0.75,0.78,0.34,0.34,0.0,0.0,1.0,0.0
M002,66,1,4,8,10.375662162041408,11.860767637654135,12.652721638711228,0.74,1.0,0.0,0.67,0.74,0.37,0.36,0.0,1.0,1.0,0.0
M002,67,1,3,7,9.887369270592899,12.682645923357995,13.196983101875958,0.67,0.0,0.0,0.67,0.64,0.36,0.36,0.0,0.0,1.0,0.0
M002,68,nan,nan,nan,nan,nan,nan,0.65,0.0,1.0,0.65,0.67,0.4,0.36,0.0,1.0,1.0,1.0
M002,69,1,4,8,10.11700748450312,12.031660592769185,12.462560918907911,0.67,0.0,0.0,0.62,0.67,0.52,0.42,0.0,0.0,0.0,0.0
M002,70,1,4,8,10.507972723860803,11.50520641379444,12.925698263992672,0.65,1.0,0.0,0.64,0.65,0.39,0.41,0.0,1.0,0.0,0.0
M002,71,1,4,8,10.598826460573036,11.783227604990316,12.616232723534267,0.63,1.0,0.0,0.63,0.63,0.43,0.42,0.0,1.0,0.0,0.0
M002,72,nan,nan,nan,nan,nan,nan,0.43,0.0,1.0,0.61,0.62,0.43,0.38,0.0,1.0,0.0,0.0
