Subject,trial_number,State_1,State_2,State_3,RT_1,RT_2,RT_3,Reward_received,Shock_received,trial_type,State_1_reward,State_2_reward,State_3_reward,State_4_reward,State_1_shock,State_2_shock,State_3_shock,State_4_shock
M001,0,,,,,,,nan,nan,0.0,0.38,0.29,0.69,0.55,1.0,1.0,0.0,1.0
M001,1,1,,,11.699985237717556,,,nan,nan,0.0,0.32,0.3,0.63,0.63,1.0,0.0,0.0,0.0
M001,2,2,5,9,10.11129689493282,10.58260534528381,11.077478213917857,0.56,1.0,0.0,0.32,0.29,0.56,0.56,1.0,0.0,1.0,0.0
M001,3,2,5,9,11.839766307382888,10.58260534528381,11.077478213917857,nan,nan,0.0,0.43,0.35,0.52,0.54,1.0,1.0,0.0,0.0
M001,4,2,5,9,11.839766307382888,10.58260534528381,11.077478213917857,nan,nan,0.0,0.55,0.54,0.48,0.44,1.0,1.0,0.0,0.0
M001,5,2,6,9,10.4285292984423,11.724632892841328,11.077478213917857,nan,nan,0.0,0.52,0.61,0.46,0.45,1.0,0.0,0.0,0.0
M001,6,nan,nan,nan,nan,nan,nan,0.43,1.0,1.0,0.53,0.54,0.43,0.46,1.0,0.0,1.0,0.0
M001,7,nan,nan,nan,nan,nan,nan,0.45,0.0,1.0,0.53,0.47,0.42,0.45,0.0,0.0,1.0,0.0
M001,8,nan,nan,nan,nan,nan,nan,0.46,0.0,1.0,0.46,0.45,0.28,0.29,0.0,0.0,1.0,0.0
M001,9,2,nan,nan,11.802724360744833,nan,nan,nan,nan,0.0,0.44,0.48,0.39,0.4,0.0,0.0,1.0,0.0
M001,10,2,nan,nan,11.802724360744833,nan,nan,nan,nan,0.0,0.42,0.39,0.3,0.28,0.0,0.0,1.0,0.0
M001,11,2,nan,nan,10.751694733413387,nan,nan,nan,nan,0.0,0.46,0.37,0.28,0.27,0.0,1.0,1.0,0.0
M001,12,2,nan,nan,10.751694733413387,nan,nan,nan,nan,0.0,0.49,0.35,0.37,0.37,1.0,0.0,1.0,1.0
M001,13,2,5,8,10.89927303292643,11.50130266260021,11.986239946334535,0.42,0.0,0.0,0.58,0.42,0.36,0.28,0.0,0.0,0.0,1.0
M001,14,2,6,8,11.537365813032011,11.876311156771408,11.986239946334535,nan,nan,0.0,0.6,0.58,0.22,0.2,0.0,0.0,0.0,1.0
M001,15,nan,nan,nan,nan,nan,nan,0.58,0.0,1.0,0.56,0.58,0.17,0.09,0.0,0.0,0.0,1.0
M001,16,2,6,10,11.192326090442293,11.575224204252663,11.88786356303899,0.06,0.0,0.0,0.63,0.57,0.08,0.06,0.0,0.0,1.0,0.0
M001,17,nan,nan,nan,nan,nan,nan,0.07,1.0,1.0,0.54,0.52,0.02,0.07,0.0,0.0,1.0,1.0
M001,18,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.66,0.61,0.08,0.0,0.0,0.0,1.0,1.0
M001,19,nan,nan,nan,nan,nan,nan,0.09,1.0,1.0,0.62,0.56,0.09,0.05,0.0,0.0,1.0,1.0
M001,20,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.6,0.56,0.11,0.08,0.0,0.0,0.0,1.0
M001,21,nan,nan,nan,nan,nan,nan,0.66,1.0,1.0,0.7,0.66,0.18,0.14,0.0,1.0,0.0,1.0
M001,22,nan,nan,nan,nan,nan,nan,0.14,1.0,1.0,0.67,0.71,0.14,0.07,0.0,0.0,1.0,1.0
M001,23,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.61,0.69,0.14,0.13,0.0,0.0,0.0,1.0
M001,24,nan,nan,nan,nan,nan,nan,0.73,1.0,1.0,0.73,0.74,0.17,0.12,1.0,1.0,0.0,0.0
M001,25,2,5,nan,11.524882813924705,11.844266292820976,nan,nan,nan,0.0,0.77,0.61,0.35,0.23,1.0,0.0,0.0,0.0
M001,26,nan,nan,nan,nan,nan,nan,0.28,0.0,1.0,0.72,0.68,0.26,0.28,1.0,0.0,0.0,0.0
