Subject,trial_number,State_1,State_2,State_3,RT_1,RT_2,RT_3,Reward_received,Shock_received,trial_type,State_1_reward,State_2_reward,State_3_reward,State_4_reward,State_1_shock,State_2_shock,State_3_shock,State_4_shock
M020,0,2,5,9,10.20169964312663,12.824758404905879,14.427483979859971,1.0,1.0,0,0.23,0.19,1.0,1.0,0.0,1.0,1.0,0.0
M020,1,2,5,9,10.248770726262592,12.172763799684617,14.53467691750484,0.92,0.0,0,0.24,0.17,0.92,0.92,0.0,1.0,0.0,0.0
M020,2,2,5,9,10.248770726262592,12.172763799684617,14.53467691750484,nan,nan,1,0.21,0.27,0.92,0.93,0.0,0.0,0.0,0.0
M020,3,2,5,9,10.331335676335584,12.359270627010119,14.212710133084329,0.91,0.0,0,0.24,0.26,0.91,0.9,0.0,1.0,0.0,0.0
M020,4,2,5,9,10.43284762696203,12.739262077579042,14.2680387489454,0.89,0.0,0,0.23,0.28,0.89,0.88,1.0,0.0,0.0,1.0
M020,5,2,5,9,10.339737484904617,12.298977382164594,14.390279222301615,0.88,0.0,0,0.36,0.23,0.88,0.92,0.0,1.0,0.0,0.0
M020,6,2,5,9,10.645403441798408,12.52581985335928,14.959598076275142,0.85,0.0,0,0.34,0.35,0.85,0.85,1.0,1.0,0.0,0.0
M020,7,2,5,9,10.645403441798408,12.52581985335928,14.959598076275142,nan,nan,0,0.38,0.34,0.78,0.74,1.0,0.0,0.0,0.0
M020,8,2,5,9,10.236757669801591,12.5838204177453,14.299663947742374,0.78,0.0,0,0.34,0.32,0.78,0.79,0.0,0.0,0.0,1.0
M020,9,2,5,9,10.236757669801591,12.5838204177453,14.299663947742374,nan,nan,1,0.34,0.38,0.8,0.79,0.0,0.0,1.0,0.0
M020,10,2,5,9,10.115438419488783,12.406052823705977,14.531295975375542,0.82,1.0,0,0.42,0.32,0.82,0.78,0.0,0.0,1.0,0.0
M020,11,2,5,9,10.893389521690551,12.228237026138231,14.359046011944884,0.81,1.0,0,0.37,0.33,0.81,0.81,0.0,0.0,1.0,0.0
M020,12,2,5,9,10.893389521690551,12.228237026138231,14.359046011944884,nan,nan,0,0.36,0.38,0.78,0.74,0.0,1.0,1.0,0.0
M020,13,2,5,9,10.157091961289552,12.607419728567038,14.34770747017319,0.81,1.0,0,0.39,0.38,0.81,0.78,1.0,0.0,1.0,0.0
M020,14,2,5,9,10.39242528369141,12.261831205294584,14.475971376476082,0.76,0.0,0,0.41,0.37,0.76,0.73,0.0,0.0,0.0,0.0
M020,15,2,5,9,10.566531417822262,12.491985995533469,14.316105703648645,0.8,0.0,0,0.31,0.4,0.8,0.74,1.0,0.0,0.0,0.0
M020,16,2,5,9,10.375283572338958,12.264466331675067,14.402626021270407,0.79,0.0,0,0.34,0.34,0.79,0.76,1.0,0.0,0.0,0.0
M020,17,2,5,9,10.495785036353482,12.370001938183123,14.454934217243135,0.75,0.0,0,0.34,0.35,0.75,0.75,1.0,0.0,0.0,0.0
M020,18,2,5,9,10.409064540177496,12.55301267050163,14.369536640209844,0.79,1.0,0,0.39,0.38,0.79,0.78,1.0,0.0,1.0,0.0
M020,19,2,5,9,10.409064540177496,12.55301267050163,14.369536640209844,nan,nan,1,0.37,0.36,0.78,0.76,1.0,0.0,0.0,1.0
