Subject,trial_number,Move_1,Move_2,Move_3,State_1,State_2,State_3,RT_1,RT_2,RT_3,Reward,Shock,trial_type
1007,67,up,left,up,2,5,9,6.144835763179799,6.72460561371372,6.948587098388089,0.48,0.0,0.0
1007,68,up,left,up,2,5,9,6.621360042283413,6.96835034778087,7.168543628611587,0.46,1.0,0.0
1007,69,up,right,right,2,6,10,6.602706467208918,6.941536733233079,7.181580544445751,0.4,0.0,0.0
1007,70,up,right,right,2,6,10,6.552944519966331,6.838531507553853,7.125436714588432,0.41,0.0,0.0
1007,71,right,up,down,1,3,7,6.170764985707137,6.635520356916459,6.880148813517735,0.82,0.0,0.0
1007,72,right,up,down,1,3,7,6.323467218411679,6.62265349072004,6.867437937738941,0.83,0.0,0.0
1007,73,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.92,0.0,1.0
1007,74,right,down,right,1,4,8,6.0079913288063835,6.757066683894664,7.109356646647939,0.81,0.0,0.0
1007,75,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.78,0.0,1.0
1007,76,up,left,up,2,5,9,6.160748124682868,6.57991445967491,6.850331881327293,0.28,0.0,0.0
1007,77,up,right,right,2,6,10,6.585182985796564,6.8531012133444165,7.069844207080678,0.26,0.0,0.0
1007,78,up,right,right,2,6,10,6.585182985796564,6.8531012133444165,7.069844207080678,0.26,0.0,0.0
1007,79,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.65,1.0,1.0
1007,80,right,down,right,1,4,8,6.2777720685426175,6.596175958529784,6.82261747233315,0.67,0.0,0.0
1007,81,right,down,right,1,4,8,6.15995612183724,6.529993844069395,6.803287380877009,0.61,0.0,0.0
1007,82,up,right,right,2,6,10,7.046657537097417,7.3779523948032875,7.622158739997758,0.41,0.0,0.0
1007,83,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.49,0.0,1.0
1007,84,up,left,up,2,5,9,6.187719403365918,6.604690825988655,6.872989991506984,0.54,0.0,0.0
1007,85,up,right,right,2,6,10,6.089732315756919,6.506178860754517,6.763175750653318,0.49,0.0,0.0
1007,86,up,right,right,2,6,10,6.089732315756919,6.506178860754517,6.763175750653318,0.49,0.0,0.0
1007,87,up,left,up,2,5,9,6.379345262026618,6.681038092792733,6.931208226118542,0.6,0.0,0.0
1007,88,up,left,up,2,5,9,6.379345262026618,6.681038092792733,6.931208226118542,0.6,0.0,0.0
1007,89,right,up,down,1,3,7,7.450903020489932,7.946897313784575,8.30283430570671,0.42,0.0,0.0
1007,90,right,up,down,1,3,7,6.198795392458123,6.544597693684409,6.767819645619966,0.4,0.0,0.0
1007,91,right,up,down,1,3,7,6.558623441476811,6.835339394643597,7.064942224966217,0.38,0.0,0.0
1007,92,up,left,up,2,5,9,6.022743469742636,6.388862016434359,6.622199243947762,0.72,1.0,0.0
1007,93,up,left,up,2,5,9,6.022743469742636,6.388862016434359,6.622199243947762,0.72,1.0,0.0
1007,94,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.18,0.0,1.0
1007,95,up,right,right,2,6,10,6.825292406714652,7.1010372693253885,7.317238983010611,0.74,0.0,0.0
1007,96,up,right,right,2,6,10,6.7796196846520616,7.2465431887594605,7.600296649587108,0.72,0.0,0.0
1007,97,up,left,up,2,5,9,6.5176448258880555,6.855738991211183,7.115675932251179,0.87,0.0,0.0
1007,98,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.87,0.0,1.0
1007,99,up,left,up,2,5,9,6.52002685980915,6.759296074833401,7.007826635062884,0.87,0.0,0.0
