Subject,trial_number,State_1,State_2,State_3,RT_1,RT_2,RT_3,Reward_received,Shock_received,trial_type,State_1_reward,State_2_reward,State_3_reward,State_4_reward,State_1_shock,State_2_shock,State_3_shock,State_4_shock
M010,0,2,5,10,10.219348096285103,12.742338593190652,14.66745834007088,1.0,0.0,0,0.23,0.19,1.0,1.0,0.0,1.0,1.0,0.0
M010,1,2,5,10,10.219348096285103,12.742338593190652,14.66745834007088,nan,nan,1,0.24,0.17,0.92,0.92,0.0,1.0,0.0,0.0
M010,2,2,5,9,10.536967800482671,12.843613538854697,14.636196446139365,0.92,0.0,0,0.21,0.27,0.92,0.93,0.0,0.0,0.0,0.0
M010,3,2,5,9,10.536967800482671,12.843613538854697,14.636196446139365,nan,nan,0,0.24,0.26,0.91,0.9,0.0,1.0,0.0,0.0
M010,4,2,5,9,10.529862824590964,12.362152923182293,14.334354642236576,0.89,0.0,0,0.23,0.28,0.89,0.88,1.0,0.0,0.0,1.0
M010,5,1,3,7,10.160975488921395,12.299984635174042,14.460280590476032,0.36,0.0,0,0.36,0.23,0.88,0.92,0.0,1.0,0.0,0.0
M010,6,1,3,7,10.160975488921395,12.299984635174042,14.460280590476032,nan,nan,0,0.34,0.35,0.85,0.85,1.0,1.0,0.0,0.0
M010,7,2,6,10,10.397457540027972,12.27783351292237,14.26631525070843,0.74,0.0,0,0.38,0.34,0.78,0.74,1.0,0.0,0.0,0.0
M010,8,2,6,10,10.397457540027972,12.27783351292237,14.26631525070843,nan,nan,0,0.34,0.32,0.78,0.79,0.0,0.0,0.0,1.0
M010,9,2,6,10,10.397457540027972,12.27783351292237,14.26631525070843,nan,nan,0,0.34,0.38,0.8,0.79,0.0,0.0,1.0,0.0
M010,10,1,3,10,9.999603326432407,12.271873701814911,14.26631525070843,nan,nan,0,0.42,0.32,0.82,0.78,0.0,0.0,1.0,0.0
M010,11,1,3,10,9.999603326432407,12.271873701814911,14.26631525070843,nan,nan,1,0.37,0.33,0.81,0.81,0.0,0.0,1.0,0.0
M010,12,1,3,10,9.999603326432407,12.271873701814911,14.26631525070843,nan,nan,1,0.36,0.38,0.78,0.74,0.0,1.0,1.0,0.0
M010,13,1,3,10,9.999603326432407,12.271873701814911,14.26631525070843,nan,nan,1,0.39,0.38,0.81,0.78,1.0,0.0,1.0,0.0
M010,14,2,5,9,10.280226944145397,12.638771978978184,14.479499675799161,0.76,0.0,0,0.41,0.37,0.76,0.73,0.0,0.0,0.0,0.0
M010,15,1,4,8,10.261435328986408,12.30603081065783,14.649717491429328,0.4,0.0,0,0.31,0.4,0.8,0.74,1.0,0.0,0.0,0.0
M010,16,1,4,8,10.261435328986408,12.30603081065783,14.649717491429328,nan,nan,0,0.34,0.34,0.79,0.76,1.0,0.0,0.0,0.0
M010,17,2,6,10,10.17944173133219,12.405579473132093,14.558429012002307,0.75,0.0,0,0.34,0.35,0.75,0.75,1.0,0.0,0.0,0.0
M010,18,1,3,7,10.604034421223332,12.792553784416668,14.249404905964184,0.39,1.0,0,0.39,0.38,0.79,0.78,1.0,0.0,1.0,0.0
M010,19,1,3,7,10.604034421223332,12.792553784416668,14.249404905964184,nan,nan,1,0.37,0.36,0.78,0.76,1.0,0.0,0.0,1.0
M010,20,1,3,7,10.604034421223332,12.792553784416668,14.249404905964184,nan,nan,1,0.41,0.39,0.72,0.69,0.0,0.0,0.0,1.0
M010,21,1,4,8,9.834619593395473,12.464734046272497,14.490765874557837,0.44,0.0,0,0.52,0.44,0.74,0.72,0.0,0.0,0.0,1.0
M010,22,1,4,8,9.834619593395473,12.464734046272497,14.490765874557837,nan,nan,0,0.44,0.47,0.64,0.64,0.0,0.0,1.0,0.0
M010,23,2,5,9,10.180437599567085,12.615071319229173,14.486272918777104,0.67,0.0,0,0.57,0.5,0.67,0.63,0.0,0.0,0.0,1.0
M010,24,1,3,7,10.312832172268827,12.668461907454912,14.558844431321631,0.55,0.0,0,0.55,0.57,0.67,0.63,0.0,0.0,0.0,0.0
M010,25,1,3,7,10.312832172268827,12.668461907454912,14.558844431321631,nan,nan,0,0.62,0.61,0.64,0.6,0.0,1.0,0.0,1.0
M010,26,2,5,9,10.352201939986116,12.10667037564781,14.453989046454808,0.61,1.0,0,0.59,0.65,0.61,0.57,0.0,1.0,1.0,0.0
M010,27,1,4,8,9.95322298109022,12.387652505924052,14.309549991416134,0.6,1.0,0,0.58,0.6,0.57,0.59,0.0,1.0,0.0,0.0
M010,28,2,6,10,10.83664480443258,12.782391576729424,14.473251313960645,0.58,0.0,0,0.58,0.56,0.56,0.58,0.0,1.0,0.0,0.0
M010,29,1,3,7,10.598288177821814,12.642610841809073,14.599818634818803,0.53,0.0,0,0.53,0.56,0.56,0.55,0.0,0.0,0.0,1.0
M010,30,2,3,8,10.55274168383039,12.92493798000578,13.401418585010106,0.6,0.0,0,0.57,0.6,0.5,0.53,0.0,0.0,0.0,1.0
M010,31,2,3,8,10.55274168383039,12.92493798000578,13.401418585010106,nan,nan,1,0.6,0.65,0.49,0.51,0.0,0.0,0.0,0.0
M010,32,1,3,7,10.27845982198778,12.402016775442462,14.612847269294434,0.63,0.0,0,0.63,0.66,0.46,0.48,0.0,1.0,0.0,1.0
M010,33,1,4,8,10.839958116626804,12.616254310269142,14.587127423932543,0.68,0.0,0,0.62,0.68,0.49,0.4,0.0,0.0,0.0,1.0
M010,34,1,5,7,10.4373545321032,12.796017062653846,13.333770511118928,0.63,0.0,0,0.63,0.65,0.47,0.45,0.0,0.0,1.0,1.0
M010,35,1,3,7,10.047150929771306,12.285523958915292,14.41112185644306,0.71,1.0,0,0.71,0.76,0.45,0.44,1.0,0.0,0.0,0.0
M010,36,2,6,10,10.451047636644944,12.158620888192672,14.419496187747427,0.4,0.0,0,0.74,0.7,0.41,0.4,0.0,0.0,0.0,0.0
M010,37,2,5,9,9.970599291744293,12.634553849358781,14.205087263162568,0.42,0.0,0,0.75,0.69,0.42,0.35,1.0,1.0,0.0,0.0
M010,38,1,4,8,10.02196667741373,12.361885126683774,14.242282188555691,0.81,0.0,0,0.68,0.81,0.35,0.34,1.0,0.0,0.0,0.0
M010,39,2,5,9,10.094980054182088,12.313915074366378,14.703042469511274,0.34,0.0,0,0.74,0.73,0.34,0.32,1.0,0.0,0.0,0.0
M010,40,2,5,9,10.17721533817894,12.497836036905937,14.338297610953305,0.32,0.0,0,0.78,0.79,0.32,0.23,0.0,1.0,0.0,0.0
M010,41,1,5,9,10.70136204647497,12.497836036905937,14.338297610953305,nan,nan,0,0.77,0.76,0.28,0.26,1.0,1.0,0.0,0.0
M010,42,2,6,10,10.240940862833668,12.247658872784086,14.491519052215153,0.2,0.0,0,0.74,0.8,0.24,0.2,0.0,0.0,0.0,0.0
M010,43,2,6,10,10.240940862833668,12.247658872784086,14.491519052215153,nan,nan,0,0.75,0.83,0.27,0.22,0.0,1.0,0.0,0.0
M010,44,1,3,7,10.006262086408242,12.012029753528623,14.308426919840713,0.81,0.0,0,0.81,0.78,0.2,0.19,0.0,1.0,0.0,0.0
M010,45,2,6,10,10.156191304449749,12.227835906356631,14.09341210567436,0.17,0.0,0,0.89,0.85,0.15,0.17,1.0,1.0,1.0,0.0
M010,46,1,4,8,10.177602638868848,12.351004220137838,14.389595034786907,0.89,0.0,0,0.81,0.89,0.13,0.15,0.0,0.0,1.0,0.0
M010,47,2,6,10,10.109055438228097,12.937623834961414,14.419814865585067,0.1,0.0,0,0.88,0.97,0.16,0.1,0.0,0.0,0.0,0.0
M010,48,2,5,9,10.454799130868196,12.76560977430563,14.484642038092716,0.07,0.0,0,0.85,0.93,0.07,0.04,1.0,1.0,0.0,0.0
M010,49,2,5,9,10.454799130868196,12.76560977430563,14.484642038092716,nan,nan,1,1.0,0.94,0.02,0.0,1.0,0.0,1.0,0.0
M010,50,1,4,8,9.943807925636065,12.106899006907042,13.9991875723681,0.99,0.0,0,0.98,0.99,0.0,0.0,1.0,0.0,0.0,0.0
M010,51,2,5,9,10.120747433418728,12.561633866615011,14.601004973315867,0.12,0.0,0,0.97,1.0,0.12,0.1,0.0,0.0,0.0,0.0
M010,52,2,6,10,10.196448817561759,12.434555723932135,14.074558897318639,0.14,0.0,0,0.99,1.0,0.17,0.14,1.0,0.0,0.0,0.0
M010,53,2,6,10,10.196448817561759,12.434555723932135,14.074558897318639,nan,nan,0,1.0,0.98,0.23,0.19,1.0,0.0,0.0,0.0
M010,54,2,5,9,10.43594090132683,12.756845464347862,14.254378556463053,0.18,1.0,0,0.99,0.93,0.18,0.14,0.0,0.0,1.0,0.0
M010,55,2,6,10,10.745133384418295,12.524321780259925,14.231002934717253,0.2,0.0,0,0.86,0.93,0.24,0.2,1.0,0.0,1.0,0.0
M010,56,2,6,10,10.745133384418295,12.524321780259925,14.231002934717253,nan,nan,0,0.91,0.87,0.27,0.25,0.0,0.0,1.0,0.0
M010,57,2,6,10,10.745133384418295,12.524321780259925,14.231002934717253,nan,nan,1,0.89,0.9,0.26,0.22,0.0,0.0,1.0,0.0
M010,58,2,6,10,10.134017754236993,12.52806691431033,14.628837063570245,0.25,0.0,0,0.85,0.91,0.24,0.25,0.0,0.0,1.0,0.0
M010,59,1,3,10,10.881686167271255,12.860774942815624,14.628837063570245,nan,nan,0,0.88,0.88,0.27,0.23,0.0,1.0,0.0,1.0
M010,60,1,3,10,10.006040484804544,12.3322025626112,14.661953783008357,0.29,0.0,0,0.87,0.96,0.33,0.29,0.0,1.0,0.0,0.0
M010,61,1,3,7,10.19621650409681,12.286663767768914,14.208321910136874,0.91,0.0,0,0.91,0.95,0.32,0.31,0.0,1.0,0.0,0.0
M010,62,2,5,9,10.018746089750493,12.577107817884098,14.293062765140348,0.34,0.0,0,0.91,0.91,0.34,0.33,1.0,1.0,0.0,1.0
M010,63,1,3,7,10.29578960300205,12.484020750212949,14.541207688573195,0.77,0.0,0,0.77,0.85,0.34,0.35,0.0,0.0,0.0,0.0
