Subject,trial_number,State_1,State_2,State_3,RT_1,RT_2,RT_3,Reward_received,Shock_received,trial_type,State_1_reward,State_2_reward,State_3_reward,State_4_reward,State_1_shock,State_2_shock,State_3_shock,State_4_shock
M013,0,,,,,,,nan,nan,0,0.23,0.19,1.0,1.0,0.0,1.0,1.0,0.0
M013,1,1,4,,10.061937775682964,12.962371370238543,,nan,nan,0,0.24,0.17,0.92,0.92,0.0,1.0,0.0,0.0
M013,2,1,4,,10.061937775682964,12.962371370238543,,nan,nan,0,0.21,0.27,0.92,0.93,0.0,0.0,0.0,0.0
M013,3,1,4,,10.760727640823461,12.515058983655763,,nan,nan,0,0.24,0.26,0.91,0.9,0.0,1.0,0.0,0.0
M013,4,1,5,7,9.759981830067773,12.695941189407677,13.41814341994359,0.23,1.0,0,0.23,0.28,0.89,0.88,1.0,0.0,0.0,1.0
M013,5,1,5,7,10.169375028663126,12.695941189407677,13.41814341994359,nan,nan,0,0.36,0.23,0.88,0.92,0.0,1.0,0.0,0.0
M013,6,2,5,7,10.53679561806166,12.787592895785565,13.41814341994359,nan,nan,0,0.34,0.35,0.85,0.85,1.0,1.0,0.0,0.0
M013,7,2,5,9,10.395813618277316,12.654718407902692,14.391290550531266,0.78,0.0,0,0.38,0.34,0.78,0.74,1.0,0.0,0.0,0.0
M013,8,2,5,9,10.395813618277316,12.654718407902692,14.391290550531266,nan,nan,0,0.34,0.32,0.78,0.79,0.0,0.0,0.0,1.0
M013,9,2,5,9,10.565938474630457,12.844521219956732,14.391290550531266,nan,nan,0,0.34,0.38,0.8,0.79,0.0,0.0,1.0,0.0
M013,10,2,5,9,10.565938474630457,12.844521219956732,14.391290550531266,nan,nan,0,0.42,0.32,0.82,0.78,0.0,0.0,1.0,0.0
M013,11,1,4,8,10.001311528969381,12.279948502902698,14.453784671579342,0.33,0.0,0,0.37,0.33,0.81,0.81,0.0,0.0,1.0,0.0
M013,12,2,5,9,10.821682271896861,12.593887297549372,14.382649790633877,0.78,1.0,0,0.36,0.38,0.78,0.74,0.0,1.0,1.0,0.0
M013,13,2,5,9,10.821682271896861,12.593887297549372,14.382649790633877,nan,nan,0,0.39,0.38,0.81,0.78,1.0,0.0,1.0,0.0
M013,14,1,4,8,10.00483504962176,12.460152851035673,14.201085710323241,0.37,0.0,0,0.41,0.37,0.76,0.73,0.0,0.0,0.0,0.0
M013,15,1,4,8,10.023720665081782,12.557831297472148,14.201085710323241,nan,nan,0,0.31,0.4,0.8,0.74,1.0,0.0,0.0,0.0
M013,16,2,5,10,10.243425534245034,12.832773361569707,14.708780984372424,0.76,0.0,0,0.34,0.34,0.79,0.76,1.0,0.0,0.0,0.0
