Subject,trial_number,State_1,State_2,State_3,RT_1,RT_2,RT_3,Reward_received,Shock_received,trial_type,State_1_reward,State_2_reward,State_3_reward,State_4_reward,State_1_shock,State_2_shock,State_3_shock,State_4_shock
M005,0,,,,,,,nan,nan,1,0.23,0.19,1.0,1.0,0.0,1.0,1.0,0.0
M005,1,,,,,,,nan,nan,1,0.24,0.17,0.92,0.92,0.0,1.0,0.0,0.0
M005,2,,,,,,,nan,nan,0,0.21,0.27,0.92,0.93,0.0,0.0,0.0,0.0
M005,3,1,3,7,10.328966995210067,12.222437539416205,14.327816467179218,0.24,0.0,0,0.24,0.26,0.91,0.9,0.0,1.0,0.0,0.0
M005,4,1,3,7,9.902476597784698,12.380221897590673,14.303994143252567,0.23,1.0,0,0.23,0.28,0.89,0.88,1.0,0.0,0.0,1.0
M005,5,1,3,7,9.902476597784698,12.380221897590673,14.303994143252567,nan,nan,1,0.36,0.23,0.88,0.92,0.0,1.0,0.0,0.0
M005,6,2,5,9,9.849725372941975,12.567647499903615,14.134487588222328,0.85,0.0,0,0.34,0.35,0.85,0.85,1.0,1.0,0.0,0.0
M005,7,2,5,9,9.849725372941975,12.567647499903615,14.134487588222328,nan,nan,1,0.38,0.34,0.78,0.74,1.0,0.0,0.0,0.0
M005,8,2,6,10,10.01009431852799,12.534272144568604,14.241657416470844,0.79,1.0,0,0.34,0.32,0.78,0.79,0.0,0.0,0.0,1.0
M005,9,1,4,8,10.15025487694038,12.205256276185537,14.160462340207232,0.38,0.0,0,0.34,0.38,0.8,0.79,0.0,0.0,1.0,0.0
M005,10,1,3,7,9.818278834167359,12.274776689773716,14.247619273972305,0.42,0.0,0,0.42,0.32,0.82,0.78,0.0,0.0,1.0,0.0
M005,11,1,3,7,9.818278834167359,12.274776689773716,14.247619273972305,nan,nan,1,0.37,0.33,0.81,0.81,0.0,0.0,1.0,0.0
M005,12,1,3,7,9.818278834167359,12.274776689773716,14.247619273972305,nan,nan,1,0.36,0.38,0.78,0.74,0.0,1.0,1.0,0.0
M005,13,1,4,8,10.075660356895241,12.51347828357575,14.270118674774494,0.38,0.0,0,0.39,0.38,0.81,0.78,1.0,0.0,1.0,0.0
M005,14,1,4,8,10.075660356895241,12.51347828357575,14.270118674774494,nan,nan,1,0.41,0.37,0.76,0.73,0.0,0.0,0.0,0.0
M005,15,1,4,8,10.075660356895241,12.51347828357575,14.270118674774494,nan,nan,1,0.31,0.4,0.8,0.74,1.0,0.0,0.0,0.0
M005,16,2,5,9,10.049060630852182,12.340309253364467,14.130033099858338,0.79,0.0,0,0.34,0.34,0.79,0.76,1.0,0.0,0.0,0.0
M005,17,1,4,8,10.461942862575597,12.334913454315029,14.060229824417547,0.35,0.0,0,0.34,0.35,0.75,0.75,1.0,0.0,0.0,0.0
M005,18,2,5,9,10.349760186707499,12.174903023575098,14.173627299884174,0.79,1.0,0,0.39,0.38,0.79,0.78,1.0,0.0,1.0,0.0
M005,19,2,5,9,10.349760186707499,12.174903023575098,14.173627299884174,nan,nan,1,0.37,0.36,0.78,0.76,1.0,0.0,0.0,1.0
M005,20,2,6,10,10.051648900487635,12.651773962248626,14.090958329259593,0.69,1.0,0,0.41,0.39,0.72,0.69,0.0,0.0,0.0,1.0
M005,21,1,3,7,9.88740558439531,12.4447545696421,14.585490894191025,0.52,0.0,0,0.52,0.44,0.74,0.72,0.0,0.0,0.0,1.0
M005,22,1,4,8,10.521259829867631,12.412063438716359,14.240626393388084,0.47,0.0,0,0.44,0.47,0.64,0.64,0.0,0.0,1.0,0.0
M005,23,1,4,8,10.521259829867631,12.412063438716359,14.240626393388084,nan,nan,1,0.57,0.5,0.67,0.63,0.0,0.0,0.0,1.0
M005,24,1,4,8,10.446600034010771,12.359298154469798,14.246854040606195,0.57,0.0,0,0.55,0.57,0.67,0.63,0.0,0.0,0.0,0.0
M005,25,2,5,9,10.288074544308984,12.75395504471635,14.081782893319541,0.64,0.0,0,0.62,0.61,0.64,0.6,0.0,1.0,0.0,1.0
M005,26,1,3,7,10.060124044128315,12.048579598329525,14.237822211451203,0.59,0.0,0,0.59,0.65,0.61,0.57,0.0,1.0,1.0,0.0
M005,27,2,6,10,10.204052188515561,12.356817673611658,14.231767963568927,0.59,0.0,0,0.58,0.6,0.57,0.59,0.0,1.0,0.0,0.0
M005,28,1,4,8,9.959849015373038,12.186354744244454,14.240572833745318,0.56,1.0,0,0.58,0.56,0.56,0.58,0.0,1.0,0.0,0.0
M005,29,2,5,9,9.843875655937154,12.269986449409771,14.213300264718782,0.56,0.0,0,0.53,0.56,0.56,0.55,0.0,0.0,0.0,1.0
M005,30,1,3,7,9.874849530884603,12.183770491585165,14.290590508428068,0.57,0.0,0,0.57,0.6,0.5,0.53,0.0,0.0,0.0,1.0
M005,31,2,6,10,10.01313081540502,12.333365245951427,14.439257007274136,0.51,0.0,0,0.6,0.65,0.49,0.51,0.0,0.0,0.0,0.0
M005,32,1,3,7,9.745813309838923,12.019584752106311,14.327309993828749,0.63,0.0,0,0.63,0.66,0.46,0.48,0.0,1.0,0.0,1.0
M005,33,2,5,9,9.899483283366862,12.396507375831789,13.94920905800609,0.49,0.0,0,0.62,0.68,0.49,0.4,0.0,0.0,0.0,1.0
M005,34,1,3,7,9.946337591771226,12.068997202846731,13.938473028034423,0.63,0.0,0,0.63,0.65,0.47,0.45,0.0,0.0,1.0,1.0
M005,35,2,6,10,9.738054861139972,12.242576968550566,14.57325921125448,0.44,0.0,0,0.71,0.76,0.45,0.44,1.0,0.0,0.0,0.0
M005,36,1,3,7,10.317614694622534,12.245627190086452,14.706832603358635,0.74,0.0,0,0.74,0.7,0.41,0.4,0.0,0.0,0.0,0.0
M005,37,2,5,9,9.624618889682097,12.402210473321247,14.263489330251105,0.42,0.0,0,0.75,0.69,0.42,0.35,1.0,1.0,0.0,0.0
M005,38,1,3,7,9.741569043064374,12.019891715797712,14.237012791381858,0.68,1.0,0,0.68,0.81,0.35,0.34,1.0,0.0,0.0,0.0
