Subject,trial_number,Move_1,Move_2,Move_3,State_1,State_2,State_3,RT_1,RT_2,RT_3,Reward,Shock,trial_type
1006,0,up,down,left,1,4,8,6.582958281266656,6.96454264178783,7.318046049308123,Correct,0,0.0
1006,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.1,1.0,1.0
1006,2,up,left,down,1,3,7,6.5806314800042855,6.91433715956191,7.253492461411952,0.15,0.0,0.0
1006,3,left,right,right,2,5,9,6.834384706512083,7.184293304831044,7.454076387770783,0.33,0.0,0.0
1006,4,left,down,left,2,6,10,7.05090543064216,7.384024974534441,7.637525469787306,0.3,0.0,0.0
1006,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.26,0.0,1.0
1006,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.29,0.0,1.0
1006,7,left,right,right,2,5,9,6.84124225947744,7.163130493348035,7.410229021380928,0.29,0.0,0.0
1006,8,up,down,left,1,4,8,6.782060298664419,7.085324080133432,7.449615262691168,0.26,0.0,0.0
1006,9,left,down,left,2,6,10,6.472874906732159,6.739484622391046,7.035836622465922,0.2,0.0,0.0
1006,10,left,right,right,2,5,9,6.748513655688839,7.107664853584993,7.300787684656825,0.12,0.0,0.0
1006,11,up,left,down,1,3,7,6.749986861322213,7.070829691604104,7.443713067343651,0.22,0.0,0.0
1006,12,left,down,left,2,6,10,6.786550546418312,7.086507397996229,7.361730730413456,0.12,0.0,0.0
1006,13,left,down,left,2,6,10,6.929948586763658,7.163577375766181,7.44655771662201,0.13,0.0,0.0
1006,14,left,right,right,2,5,9,6.536522009545024,6.851713367273987,7.044214914625172,0.09,0.0,0.0
1006,15,up,down,left,1,4,8,6.465720101641637,6.766006005965664,7.09534261487488,0.38,1.0,0.0
1006,16,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.14,0.0,1.0
1006,17,up,down,left,1,4,8,6.764556901856395,7.035738542654599,7.367775861186146,0.47,1.0,0.0
1006,18,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.11,0.0,1.0
1006,19,up,left,down,1,3,7,6.5750295494722195,6.872867140685685,7.1535832772915455,0.55,1.0,0.0
1006,20,up,left,down,1,3,7,6.451790759944288,6.7518795004157255,7.0224693149107225,0.6,1.0,0.0
1006,21,up,down,left,1,4,8,7.039272763303416,7.610954209448209,8.03046700384266,0.7,0.0,0.0
